 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
a31	0.03818368829	0.040190197857	0.05018888	0.0405039042	0.0508867108	0.0516582929	0.0665887358	0.0700510617	0.0653869265	0.0685513625	0.04467998387	0.0457850948	0.0729264287	0.060834156	0.056185212	0.1042099903	0.073189375
a8	0.0354998187567	0.0290906858837	0.0508826652	0.0384896751067	0.0569427718	0.0581270541	0.0786583706	0.0829872999	0.0661144225	0.0732965605	0.0388514473367	0.0414018206667	0.0726146900333	0.0609946764	0.0486767361333	0.107963931767	0.0594073796
a31	0.0386161137189	0.0251183532546	0.0512888841333	0.0440553414556	0.0590277699333	0.0611942153	0.0789550506667	0.0838898440333	0.0689268494333	0.0740189173667	0.0401694993789	0.0416305756222	0.0525993396778	0.0583640452	0.0551972187111	0.111870797922	0.0550771886667
a41	0.039072655773	0.0238774532915	0.0484463875778	0.0484039901985	0.0590124101111	0.0638079081667	0.0900087731556	0.0814213865444	0.0655827844778	0.0758669501889	0.0436326415596	0.0445906115407	0.0487604682926	0.0597549135333	0.0532577821704	0.106046174441	0.0484567130889
a10	0.039294675291	0.0241943702505	0.0463512488259	0.0430699913328	0.0569114381037	0.0657983421889	0.102772746985	0.0877932727148	0.0618899384926	0.0765255959963	0.0462979804865	0.0482019147802	0.0541174448975	0.0531398247111	0.0430202585235	0.0988821072137	0.051738837363
a20	0.0434812103303	0.0250912951635	0.0449115887753	0.0375426843376	0.0520017877012	0.066008788883	0.101896143262	0.0925618758383	0.0577071221642	0.0734505883321	0.0477519876955	0.0526193047267	0.0580205970325	0.043138371437	0.0421226997745	0.102071436938	0.0596224939877
a31	0.0435943998901	0.0229853890725	0.0436076555051	0.0348207275659	0.0486393417671	0.0610072462477	0.094686194954	0.0883345560794	0.0617637735881	0.076334663244	0.0477675645652	0.0520588080422	0.0592396270108	0.0497477750123	0.0517882167915	0.106802115846	0.0568219392626
a37	0.0397421132767	0.0210366391955	0.0418828050484	0.0315496203486	0.046672035989	0.0536816693492	0.087185243918	0.0818614499598	0.0662340096627	0.0825107634813	0.0513337394551	0.0527399510807	0.0608890208703	0.0561264199374	0.0618752676838	0.109872648949	0.0548066080875
a31	0.0371013187256	0.0202011793385	0.0397594609761	0.0276172254162	0.044724888263	0.0497507370497	0.0866716005727	0.0840610899866	0.0694935460876	0.0892316353604	0.0504699853517	0.0514050341736	0.0631463024701	0.0592205869125	0.0580970758479	0.11723112985	0.0518171960958
a18	0.0360607840952	0.0189045802128	0.0379283454054	0.0255640451054	0.0438053536677	0.0489522781499	0.0902681093242	0.0904897075289	0.0716073906292	0.0966981182535	0.0485803335839	0.0495018091645	0.0660486566034	0.0613551870375	0.0499987627493	0.11753615995	0.0467003605653
a31	0.0345850021517	0.0185356394309	0.0372559519485	0.0251082616351	0.0438348122559	0.04976264625	0.0942208952414	0.0973643113763	0.0744249649431	0.105906704151	0.0478464998613	0.0459730763882	0.0661120829545	0.0583946380125	0.0454533353831	0.11438265025	0.0408385109884
