 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
a31	0.0849073226	0.079135451	0.1038035289	0.1019175654	0.1366289775	0.1444762985	0.207271563	0.141859316
a20	0.0785121946	0.0781952186	0.101971429167	0.102465591133	0.143378666167	0.146742762833	0.215941581333	0.132792579533
a31	0.0876003234	0.0914140818	0.102412340656	0.0909867708443	0.131732626656	0.142085388011	0.230794916911	0.122973563078
a20	0.0951652949333	0.08957948984	0.0960842552853	0.0719251118814	0.118036969285	0.133231444337	0.25549058817	0.140486841659
a31	0.0947624744444	0.0803923958533	0.0968455905618	0.0595443580271	0.114642155695	0.129262405646	0.24892357279	0.175627031153
a20	0.0923495344148	0.0709683221711	0.0930203427206	0.0541232429424	0.117081294132	0.127616542282	0.248789174997	0.196051543251
a31	0.0905072627383	0.065112239477	0.0807187655735	0.0504563777808	0.115904781811	0.125639416627	0.262909821399	0.208751341284
a35	0.0860229463461	0.060159798139	0.0722557818578	0.0466781410603	0.110493423804	0.125117356809	0.266732377133	0.232540175495
a31	0.084881092082	0.0590604404263	0.0689057800859	0.0479049091534	0.103901209935	0.12362066947	0.274061506378	0.237664399698
a15	0.0867973113607	0.0620989868088	0.069212403362	0.0502874986511	0.0978039835783	0.120684030157	0.282492028126	0.230623761899
a18	0.0842535583202	0.0619566827363	0.0615917739207	0.048516543017	0.0885899408328	0.115433445986	0.290775371375	0.248882681966
a31	0.0837371357067	0.0662976749788	0.0641654981069	0.051898630139	0.0886578121843	0.127684746595	0.284884009525	0.232674497655
a20	0.0863864134822	0.0693001580929	0.066140472969	0.0570037502463	0.0924442931281	0.133848567865	0.282990005575	0.211886335952
a7	0.0896936788741	0.074477420351	0.0657921178097	0.0584071902154	0.0894926908427	0.118052669622	0.275554579192	0.228529652451
a31	0.0971053381914	0.082207861337	0.0721539904899	0.0615260448051	0.0893710945476	0.121373846941	0.266704209064	0.209557627217
a7	0.106923289457	0.0886300840123	0.07777722173	0.0648863844017	0.0906486431825	0.129318873514	0.264336762355	0.177478752539
a6	0.111527986346	0.0944344516841	0.0857992572833	0.0726561550672	0.0942140258608	0.133225429305	0.236917652118	0.171225039513
a20	0.112769621329	0.096423748608	0.0942049940144	0.0793384020891	0.10799717322	0.134001629435	0.204687008706	0.170577418504
a3	0.115495486996	0.092714523136	0.0902977244181	0.078580983563	0.12234555874	0.128605026812	0.192142225969	0.179818479835
a7	0.124727059159	0.0854847577787	0.0814294742394	0.076342816721	0.134432058247	0.129752078604	0.19343450899	0.174397252278
</S>	0.13137020506	0.0825665100894	0.0781942478197	0.0757087957605	0.141674312124	0.131373013802	0.196151122395	0.162961793139
