 	e	che	cucino	</S>
a31	0.3718609216	0.278599218	0.1300845669	0.2194553086
a24	0.426522874267	0.266575249333	0.120712025833	0.186189857467
a31	0.504849064756	0.231506192778	0.129237738544	0.134407004389
a11	0.533087942919	0.197434205259	0.154887565955	0.11459028743
a46	0.533190404973	0.168008569086	0.161130596025	0.13767042561
a41	0.527490389658	0.145565616562	0.146700989742	0.18024299587
a20	0.489446563353	0.130694559787	0.136440810781	0.243418073957
a36	0.418518305051	0.133547506596	0.146087448327	0.301846739986
a31	0.318058253644	0.155281389065	0.200434382109	0.326225967329
a46	0.234927880975	0.177093648622	0.243119594036	0.344858880443
</S>	0.211179841887	0.182776247311	0.245486990018	0.360556928221
