 	deve	che	entra	da	qui	</S>
a31	0.1256746505	0.269343339	0.13816558755	0.1536394637	0.1314635475	0.1817134426
a21	0.117512648833	0.296241529	0.131536861083	0.1403922521	0.131818467233	0.182498263533
a31	0.118030207944	0.3206731326	0.120721535761	0.139836876033	0.145908345898	0.154829911844
a20	0.102603930315	0.358496797133	0.11577643032	0.133099387611	0.155826309186	0.134197157081
a11	0.0874082518383	0.349205617711	0.10835473224	0.125540671737	0.170209628862	0.159281108227
a31	0.0808497048128	0.313174481837	0.10798044148	0.121282798446	0.179122755954	0.197589839409
a37	0.0878810330709	0.281648849212	0.12026541336	0.131597134282	0.170275203651	0.208332393336
a31	0.0947401698903	0.224919580337	0.122355213987	0.142444822894	0.17969876375	0.235841452445
a8	0.0953505672301	0.173027625646	0.120818430596	0.147247478965	0.204251328783	0.259304564815
a31	0.101070766777	0.150294201749	0.125002161932	0.151717689788	0.204508266261	0.267406914272
a46	0.104095744346	0.138619094983	0.125017749977	0.146782013396	0.206554790087	0.278930601424
a31	0.109670555335	0.129928352674	0.133502850692	0.144520780932	0.207609782696	0.274767663808
</S>	0.117499675317	0.124832522657	0.141118290396	0.140085459166	0.198805762348	0.277658273904
