 	lo	posso	finire	di	fare	</S>
a20	0.2754855605	0.1136859722	0.1205458004	0.203774022	0.181069784	0.1054388524
a31	0.3539735955	0.104571828933	0.10390782576	0.183599949227	0.163373471733	0.0905733328
a46	0.413563185167	0.0891008038443	0.0889413714467	0.185725296302	0.137521501911	0.0851478454667
a31	0.452045326389	0.0749815702481	0.0748736122356	0.174933980201	0.13025940677	0.0929061201556
a41	0.475917253463	0.0651679121694	0.0633258202085	0.167530919134	0.120415699477	0.107642412119
a18	0.465986204888	0.0578435684431	0.0536792739462	0.167397691678	0.118456650046	0.13663660224
a7	0.432237701163	0.0598921100144	0.0507042195154	0.162829304893	0.117982005549	0.176354648813
a41	0.401792069788	0.0651139250048	0.0549335061051	0.149867765231	0.120989652716	0.207303063271
a31	0.368901855663	0.0782268025349	0.075743411835	0.135051026144	0.142922888639	0.199154004624
a0	0.305799409221	0.097012185045	0.106828728012	0.125637783381	0.16574885708	0.198973038741
a31	0.220539027807	0.117195765815	0.146431583937	0.12927373066	0.173401019693	0.213158872514
a39	0.165717517602	0.127812716072	0.172437833979	0.134898969687	0.189551533231	0.209581430171
a46	0.144997780134	0.125247641691	0.167602017526	0.140473029162	0.209806567077	0.21187296539
</S>	0.136141247267	0.124672781546	0.161419878063	0.146005442781	0.217306412538	0.214454242695
