 	qui	dentro	deve	mettere	un	tappeto	</S>
a20	0.0800779129	0.1455096646	0.0941856271	0.1704567165	0.14518273	0.210699035	0.1538882998
a31	0.0806604559	0.2059233336	0.0862929112333	0.174625806433	0.131273586267	0.209048213667	0.1121757028
a4	0.0857885841	0.253272978533	0.0817687206111	0.173159410544	0.116211918356	0.205609655689	0.0841887476667
a46	0.0750804086333	0.236779735844	0.0725943954037	0.177499465115	0.124849923919	0.220014098363	0.0931819743556
a31	0.0679991148778	0.206037685815	0.0681326356012	0.188028056238	0.11869131984	0.245065116388	0.106046081919
a28	0.0587420666259	0.165214922538	0.0622049965337	0.193502148813	0.112449837413	0.278080691729	0.12980535004
a27	0.042792561342	0.133825430913	0.0512227171112	0.203087018271	0.116231746871	0.298881450576	0.15395907468
a31	0.0369535571807	0.113878189171	0.0513819768504	0.20400970649	0.100664591624	0.328767973392	0.164343994093
a49	0.0354442882869	0.098206385857	0.0542917021435	0.20123950143	0.0846267398747	0.361562272331	0.164629102098
a23	0.032121712829	0.0839318050657	0.0507157184212	0.18999802381	0.0884861072916	0.391498868777	0.163247769966
a31	0.0343488459163	0.0760023412019	0.0552430350004	0.181050466737	0.0932468884972	0.399249002259	0.160859432722
a29	0.0398275743721	0.0767428302673	0.0586382512001	0.176693969246	0.0888298822991	0.395969718086	0.163297776641
a17	0.039743781244	0.0748851671558	0.0525480240334	0.178013515349	0.0838664731664	0.406895822695	0.164047209214
a20	0.037890335088	0.0694448697853	0.0518412569645	0.182162269783	0.0965447233888	0.398364756232	0.163751783405
a17	0.0372847856493	0.0675925981951	0.0509833895615	0.181502096328	0.11128461073	0.372658652744	0.178693862202
a31	0.0490703448831	0.0819232417984	0.0570860643072	0.177272734376	0.107376646777	0.336937081981	0.190333885667
a20	0.061579061561	0.0939101422661	0.0707495252357	0.160386897725	0.104969649859	0.301490257327	0.206914461822
a31	0.0775016450537	0.105572064955	0.0880700866119	0.140454517908	0.106627462686	0.261843732042	0.219930493607
a3	0.0951599436179	0.115847644185	0.102803912957	0.134512477969	0.123370536962	0.212396912014	0.215908571536
a31	0.106464465139	0.118999109062	0.111143604072	0.131241140123	0.136598013654	0.176784746005	0.218768898179
a8	0.11245579478	0.120383824621	0.115800919024	0.129470508308	0.142702225218	0.167728500002	0.211458213393
</S>	0.10974623759	0.115078914211	0.114450989012	0.131788803354	0.155282275609	0.170408270001	0.203244509696
