 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
a37	0.1003937386	0.1422306875	0.0881891058	0.1069851989	0.1055050353	0.1398557644	0.1840775704	0.132762905
a31	0.1069654028	0.1771424515	0.0953882356667	0.1158504789	0.0933092831	0.130953381467	0.178855898067	0.101534876867
a21	0.123627836267	0.1943946965	0.106064368489	0.127674042567	0.08100533182	0.125119845689	0.159418681956	0.0826952021557
a28	0.132080792156	0.174384194833	0.106044074296	0.133708262856	0.0813437199733	0.122460982163	0.151880935052	0.0980970435852
a35	0.121240756719	0.152055248278	0.100647852565	0.146694255952	0.0839946111711	0.121217284321	0.154392563684	0.119757427395
a24	0.10718284822	0.133717906093	0.137011335922	0.153105504317	0.0846398506837	0.12058375022	0.148059835828	0.115698959598
a46	0.0982025084733	0.117837577064	0.194248329641	0.134388100106	0.0775851985879	0.124673099187	0.152072140943	0.100993046333
a31	0.0967921665311	0.120964240455	0.22823902888	0.120012774502	0.0633742912626	0.127985280396	0.166702096781	0.0759301278443
a24	0.0950504081304	0.129766987252	0.23097926296	0.113837734701	0.0570511759542	0.129873314665	0.17891387606	0.0645272410814
a46	0.0778873474435	0.119514188637	0.211312601253	0.1149798437	0.0613315165847	0.133725761022	0.196962578353	0.0842861630938
a20	0.0707476690145	0.111911203732	0.214938986084	0.1099878691	0.0556167525282	0.126594331474	0.215142432184	0.0950607464979
a31	0.0778661126715	0.125954361911	0.232595278961	0.1003592051	0.0519131203761	0.114534349891	0.210317219861	0.0864603404326
a6	0.0766400069572	0.13258678717	0.22360442472	0.0981324045667	0.0549673441254	0.107693853364	0.201856193087	0.104518992278
a20	0.0732590680524	0.11571968579	0.193473507573	0.0951193896556	0.0554156173751	0.108220183121	0.204960513762	0.153832030093
a31	0.0839474576841	0.124297424263	0.172492706458	0.0921217559519	0.0575000642584	0.101271657574	0.199667008987	0.168701913164
a45	0.0817555874947	0.128030880514	0.146831371419	0.0856624217173	0.0615836488861	0.107435204325	0.213925350396	0.174775547255
a20	0.0789421192382	0.109729332365	0.11655577734	0.0828639858391	0.0676751912954	0.120303004375	0.228755901799	0.195174709485
a31	0.0927758558727	0.108766218348	0.101500273713	0.0832357349597	0.0730540355651	0.112646644792	0.2285062396	0.199515010362
a46	0.100433990113	0.110973165329	0.099598494171	0.0803007865732	0.073745848655	0.109226341264	0.237223714533	0.188497657654
a31	0.101110314653	0.110337318816	0.0991279045237	0.0828929151244	0.079386836285	0.113155830155	0.233575503511	0.180413369551
</S>	0.101750231296	0.112821120638	0.0945391579619	0.0863483080022	0.0842361287425	0.113771614677	0.226764108756	0.179769326776
