 	sto	e	cucino	</S>
a31	0.312440893	0.326453838	0.188437519	0.1726677601
a20	0.300939141667	0.340145372933	0.212980896067	0.1459345925
a31	0.300259344556	0.352802596244	0.202071257262	0.144866796833
a37	0.302091887519	0.371369690415	0.187711579161	0.138826842278
a18	0.286329945173	0.377345436138	0.20851640002	0.127808225559
a31	0.260427603324	0.363974918713	0.226125586473	0.14947187972
a20	0.224961385375	0.349757634904	0.238278286558	0.18700267644
a31	0.191309105792	0.312253258301	0.255175849519	0.241261788147
a28	0.174379598597	0.263816229434	0.257474814506	0.304329369382
a33	0.179317536599	0.229550522478	0.255927766169	0.335204183127
a31	0.184950702733	0.208250907026	0.245588580723	0.361209806376
</S>	0.175660897566	0.201322241813	0.232619363361	0.390397488188
