 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.1149194515	0.1284797464	0.101346503	0.1038059498	0.1445053404	0.0575073592	0.1311659764	0.121350359	0.0969192979
a29	0.133940716833	0.157041021733	0.126739911	0.107753379267	0.141824623133	0.0462593788333	0.117734285867	0.0980942176333	0.0706124529667
a31	0.150296494944	0.162032447844	0.152174342667	0.118435889222	0.145249571711	0.0435287809311	0.0970878580223	0.0793451161111	0.0518494975222
a20	0.141578744981	0.154020023281	0.160235483222	0.125443801741	0.148876886637	0.0417261214637	0.0891948482741	0.080044123437	0.0588799821074
a31	0.13486572526	0.144466552427	0.153186993074	0.121380780714	0.168110886612	0.0398015727279	0.0830878434914	0.0874127986123	0.0676868560691
a28	0.136859006953	0.126510548009	0.141298777225	0.120925459971	0.184628326071	0.0368104806093	0.0774039368305	0.0951766297374	0.0803868228897
a3	0.136347276851	0.105368231803	0.122406412808	0.117180240257	0.19744027189	0.0371269877631	0.0753892243435	0.103773620112	0.104967736397
a35	0.126757506084	0.0958848308677	0.110396531136	0.118628894086	0.217399125497	0.040673186621	0.0746930321812	0.102112748771	0.113454150066
a31	0.114373467695	0.0998393640226	0.107780916645	0.120073526962	0.241379456766	0.0361439379603	0.0750637108604	0.0998461393237	0.105499473189
a20	0.100572848298	0.0953281425409	0.0981039468817	0.111507647921	0.282303683122	0.0300826299401	0.0750375819535	0.0980938609079	0.10896963843
a31	0.0864871048993	0.0912687905136	0.0916638288939	0.102026272974	0.305807370841	0.0330455896467	0.0791366445178	0.0878827417026	0.122681634343
a28	0.0796326008598	0.0878513926379	0.0871094228313	0.0979677979247	0.320348268614	0.0389407254156	0.0835312499059	0.0829455221675	0.121673017581
a13	0.0758180431133	0.0804178322126	0.0827670150771	0.0990308143749	0.316292937538	0.0454554254052	0.0851060084353	0.0929636240558	0.122148307594
a41	0.0697931819044	0.0750816044709	0.0831608950257	0.0963194874583	0.291465070979	0.0498431014684	0.0902312036784	0.115447264019	0.128658203865
a28	0.0633696731015	0.0728435622903	0.0875356434752	0.0931754014194	0.25841701386	0.0501696148228	0.102722999626	0.13624493994	0.135521159155
a31	0.0665288498338	0.0822352382301	0.0917237108917	0.0954102733398	0.213204075553	0.0618605063409	0.112307581009	0.133584753447	0.143145018852
a20	0.0696040411979	0.0879565402767	0.0926310795639	0.100738606047	0.175813789251	0.078901229647	0.115960544136	0.130873730616	0.147520451151
a31	0.0726218944193	0.0883866636256	0.098706137688	0.104308336549	0.141040313217	0.0909057534823	0.113755893312	0.135178879939	0.155096148317
a24	0.0740541061731	0.0860312858752	0.0988950740627	0.105952629983	0.121306132406	0.0961549760274	0.107647278637	0.134022292113	0.175936248839
a46	0.0686555723644	0.0793116800917	0.0900589631742	0.101447054861	0.119394596869	0.0930687043425	0.116154051146	0.143686599704	0.18822279468
</S>	0.0672562453422	0.0788443882458	0.0884953581171	0.0970542846305	0.111794997434	0.0914348966713	0.124410932573	0.152764860852	0.18794405534
