 	era	molto	stanco	</S>
a46	0.2335243792	0.1971595743	0.315308657	0.2540073878
a8	0.184100874133	0.1955705723	0.361835524333	0.258493018933
a37	0.191040092311	0.224687506767	0.365598350778	0.218674040311
a31	0.225438139704	0.223908196922	0.339497296259	0.211156366437
a0	0.225213535568	0.206520686307	0.334078910086	0.234186868812
a20	0.199662258856	0.220097234102	0.349911197362	0.230329306004
a31	0.190959763219	0.215281790701	0.346793163987	0.246965275335
a39	0.17690417134	0.1924822609	0.341758907529	0.288854636512
a41	0.16544050218	0.197886200967	0.33932577451	0.297347492771
a31	0.161230262193	0.200363039789	0.332216358837	0.306190321857
a28	0.152029878864	0.185485109063	0.315498509612	0.346986497286
a11	0.145701305288	0.178515670688	0.292991617204	0.382791408429
a20	0.148377980963	0.187772678229	0.278856918068	0.38499242481
a31	0.164052350654	0.201744467276	0.259941157156	0.374262036937
a11	0.174860459218	0.201283208759	0.244731272385	0.379125082979
</S>	0.173147887109	0.19405762208	0.240384864993	0.392409652489
