 	il	morto	si	piange	</S>
a20	0.217877634	0.2647376265	0.2199313836	0.1397966547	0.1576566838
a31	0.236255744667	0.302911748833	0.224251213867	0.1199408675	0.116640420533
a18	0.257229843556	0.329742420278	0.213510621289	0.121445004567	0.0780721332443
a15	0.265398839852	0.337548472093	0.19472435403	0.130985569589	0.0713427661481
a31	0.265855715951	0.358430426698	0.181404344277	0.128118927563	0.0661905712494
a15	0.231860977984	0.400765346233	0.175001708759	0.127783696641	0.0645882770498
a31	0.191952023328	0.430379912744	0.17694764892	0.126973695844	0.0737467221833
a29	0.163838805776	0.427735257581	0.18603145164	0.124473670025	0.0979208092611
a31	0.142648151925	0.432785437194	0.177347568813	0.126305596408	0.12091323942
a0	0.126567637508	0.444696487731	0.171274949204	0.117008980803	0.140451939847
a31	0.119500256969	0.436346285244	0.169942591735	0.111367965854	0.162842884922
a13	0.121717467523	0.444245345081	0.153284961978	0.106372990871	0.174379220174
a18	0.121599022574	0.455569621694	0.138573588926	0.097282846957	0.186974927725
a41	0.127848511325	0.445099821898	0.137265852575	0.0993097752523	0.190476053908
a31	0.134706090842	0.430742111966	0.133916631792	0.101882183217	0.198752980903
a18	0.139330633681	0.405267865322	0.128267950797	0.107225549272	0.219908001101
a31	0.144761132494	0.364583433107	0.132181044599	0.117071593557	0.241402809434
a46	0.159179069431	0.309386076369	0.1361740552	0.136512737386	0.258748071478
a31	0.165248170944	0.247398046123	0.1571320164	0.162205031129	0.268016742093
a0	0.170386962915	0.222732158041	0.1632749966	0.17963520371	0.263970676031
a31	0.172044725772	0.203503771347	0.166310067333	0.199578033903	0.25856339401
</S>	0.163151870386	0.184376938674	0.181665337667	0.211400793951	0.259405056005
