 	può	che	sono	ancora	svegli	</S>
a31	0.1333630535	0.1564177696	0.1203371606	0.198339169	0.224873208	0.1666696326
a7	0.133922643233	0.202351108933	0.1049731498	0.182172546067	0.219131948	0.1574486038
a31	0.140852794878	0.257166543644	0.0907459579333	0.168154339489	0.216618828733	0.126461523267
a7	0.146168273359	0.290501642948	0.0880105775778	0.15346961723	0.214122898111	0.107726969556
a31	0.134822666586	0.281870624383	0.0882096782859	0.15080122921	0.220261558504	0.124034239052
a37	0.119357917262	0.262865840461	0.106565286589	0.15216888887	0.225680163101	0.133361913417
a31	0.112969312354	0.241999850954	0.120331830796	0.151580226957	0.234875445967	0.138243349139
a39	0.105386222651	0.206931764451	0.124848444332	0.153515204119	0.247817097322	0.161501276246
a31	0.0976535471503	0.182705025484	0.132317699044	0.15409151784	0.246623973107	0.186608235215
a20	0.0933932903168	0.158203598761	0.134436108548	0.157808838947	0.239646267969	0.216511889072
a31	0.0930809781056	0.142909601587	0.146066487783	0.172721323316	0.216122060256	0.229099540357
a46	0.100673598435	0.130315605596	0.149402566394	0.190560771772	0.205336922419	0.223710534786
a8	0.105228791145	0.122881819265	0.142902589465	0.196124397257	0.21534158954	0.217520832262
a46	0.108886469768	0.127882590022	0.140612290395	0.181098466419	0.228178192247	0.213342020754
a8	0.113532517309	0.136497217381	0.142285184905	0.167549537473	0.230331848749	0.209803709585
a31	0.11746611513	0.147851189434	0.153188951435	0.156192391891	0.212770981583	0.212530377528
a20	0.117871284523	0.151136487738	0.163308129792	0.141461107164	0.195267098928	0.230955894843
</S>	0.115554833041	0.145649667059	0.165774455766	0.140525177282	0.190077409064	0.242418456422
