 	tutto	il	cibo	vuole	girato	</S>
a31	0.13831530747	0.1383025786	0.186876013	0.1586471784	0.224463841	0.1533950854
a8	0.122736093137	0.132115497933	0.198043074333	0.154619495333	0.246874647667	0.145611194333
a31	0.127618951579	0.135464346711	0.211834416111	0.149527229044	0.246112697889	0.129442358511
a29	0.120600707826	0.12863150217	0.24007517537	0.174356783348	0.244631669296	0.0917041699037
a20	0.103721242709	0.117388851857	0.25771845779	0.200989576449	0.244330113099	0.0758517755012
a39	0.0931783715697	0.108075152152	0.268686524597	0.206158383883	0.244865055033	0.0790365239004
a31	0.0848048617232	0.0942428215173	0.274105761532	0.205236332361	0.247989470011	0.0936207547668
a0	0.0725575542677	0.0770302096391	0.263092827844	0.180015627054	0.290983897004	0.116319880256
a31	0.0697838214492	0.068898892913	0.237363107281	0.139124422551	0.345564345001	0.139265403819
a24	0.0684305931631	0.0610994055177	0.223864709094	0.11174400125	0.393035602334	0.14182569314
a36	0.0631929526677	0.0541290697926	0.233066164698	0.0938794264167	0.421035300511	0.134697111513
a11	0.0696297262426	0.0579962626709	0.234809433033	0.0800052966722	0.408448899904	0.149110419638
a17	0.0715876705675	0.0651845191636	0.221448269411	0.0752639724241	0.412452228635	0.154063361279
a31	0.0743141380958	0.0626264335612	0.22868288307	0.0761150757414	0.403896402878	0.154365060493
a6	0.0789922442053	0.0602673813204	0.226011910223	0.0755815807138	0.362793185293	0.196353692564
a31	0.0926768744018	0.0650025086401	0.210155205608	0.0811810873046	0.331925400098	0.219058930321
a24	0.102610619334	0.0706102707467	0.192220406803	0.0769905121682	0.321260048033	0.23630814584
a6	0.098366808538	0.0802114089556	0.171179434401	0.0776396177894	0.305915397344	0.26668733608
a31	0.117779917206	0.0897310106252	0.167411322334	0.102654024063	0.269943942781	0.25247979496
a46	0.132139579335	0.102482884408	0.156606111045	0.117467304154	0.241909529927	0.249394598987
a39	0.131719206232	0.113358661936	0.146541024882	0.129283448051	0.240279395309	0.238818266329
a31	0.148634479931	0.120493395845	0.143204532227	0.140381750484	0.21528670377	0.231999140776
a41	0.15008007575	0.126110757615	0.140604543076	0.138470451295	0.198967139923	0.245767043592
a8	0.136660941297	0.129349157172	0.142911869025	0.146152838432	0.225151611974	0.219773588864
</S>	0.135666076558	0.132094566036	0.144699580512	0.155719844216	0.236824559987	0.194995370932
