 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a20	0.0571546195	0.04520756235	0.0517421949	0.0544627495	0.0605960363	0.0556551306	0.0776799002	0.0651565519	0.0665304427	0.1046468239	0.0695141526	0.0753010909	0.1333855722	0.0829671626
a31	0.0560254761667	0.04229371307	0.0495131671	0.0563984457	0.0595935934333	0.0506255999333	0.0793290016667	0.0673330165667	0.0743504945	0.116703652567	0.0607451846667	0.0805625035667	0.143219730533	0.06330642
a10	0.0585569609222	0.0503476820767	0.0683795971	0.0781231439667	0.0560140596111	0.0459349029778	0.0704371476889	0.0617509036556	0.0751215497667	0.112619105722	0.0549610987822	0.0789376495889	0.141477069844	0.0473391261333
a17	0.0579694335074	0.0527979416922	0.0869275160333	0.0996182640556	0.057092425737	0.0500626783259	0.062134681363	0.0545887780852	0.0703626228556	0.105480764974	0.0476637943207	0.0682992844296	0.145135123148	0.0418666923111
a20	0.0556113104358	0.0437755697841	0.0756767946778	0.0901771400185	0.056857002179	0.0571850843753	0.0619739602543	0.0544310966951	0.0746625490852	0.101895898191	0.0473154637602	0.0667402027099	0.166776658316	0.0469212769037
a31	0.0560529219453	0.046287994448	0.0632564891593	0.0818463539395	0.0526197053263	0.0561138637251	0.0645023228848	0.0588105250317	0.0904363396284	0.112953178397	0.0472436296867	0.0677302555033	0.156140814505	0.0460056094346
a0	0.0501883335818	0.0438522439627	0.0512211410531	0.0792824230465	0.0512141361754	0.057902152375	0.0766977678283	0.0657284102106	0.0993195585428	0.127895147466	0.0488383522422	0.0654793858344	0.132148590502	0.0502323562115
a7	0.0439942784606	0.0354043530209	0.0482002454844	0.0759798254822	0.0515889085918	0.0643119223917	0.0836347762761	0.0645105458035	0.0888528090476	0.123957328022	0.0535103061474	0.0659823391448	0.134024021701	0.0660483334038
a20	0.0439758033535	0.036313009707	0.0551161796281	0.0826319114274	0.0521242034639	0.0615648439306	0.0733026900254	0.0571134583345	0.0783149634159	0.112747568741	0.0547645589491	0.0678911966149	0.1471958665	0.0769437515346
a23	0.0432109718512	0.0357782133223	0.0501732398094	0.0788170340091	0.052265067688	0.0582414937102	0.0659894230418	0.0558706622915	0.0725881758053	0.098846985247	0.0579203109497	0.070111831305	0.172571650833	0.0876149543115
a31	0.0442134510171	0.0407147668941	0.0455914168698	0.085945205103	0.052283953896	0.0539098455701	0.0679189461806	0.0581648678105	0.0726902442018	0.0987812014157	0.0579885808499	0.0716775229683	0.163501767078	0.0866182329705
a8	0.0410644116057	0.0395996370647	0.0375806806033	0.0818085244677	0.0500247499653	0.0474692883234	0.0701118229269	0.0607144045368	0.0760800790006	0.116854495405	0.0572656782833	0.0791726329228	0.142337863559	0.0999157316568
a31	0.0370670634352	0.0334596988549	0.0308143021811	0.0697323537092	0.0460511507218	0.0423344332411	0.069036664909	0.0609389865789	0.0746482474002	0.120801174868	0.0578971424278	0.0864864233076	0.14455410412	0.126178251219
a8	0.0338786429451	0.0299063717316	0.0273362205137	0.0596658361231	0.0425895038206	0.038663256647	0.067507173903	0.0585361278596	0.0760053894001	0.117700098289	0.0596779820759	0.0970248839692	0.15331528404	0.138193222006
a31	0.0296950594817	0.0240797943639	0.0222189511579	0.0447404086744	0.0406441431869	0.0373351105823	0.066873489101	0.0574825979532	0.0776902862	0.11592416563	0.0642993719586	0.110877218056	0.165438587213	0.142700823669
