 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.1767131023	0.1816273617	0.1140667581	0.1124508264	0.0712459003	0.0656540362	0.1620878399	0.1161541955
a31	0.251827174433	0.206117960633	0.123936214367	0.118599496333	0.0611451839667	0.0555202576	0.102830478833	0.0800232309467
a14	0.268477830811	0.189252954944	0.130702631256	0.127368552311	0.0724957261222	0.0546582756333	0.0799327898243	0.0771112213956
a37	0.239803085604	0.176044954981	0.128353412752	0.140692553437	0.0984377543074	0.0612975942444	0.0746695274614	0.0807011027652
a10	0.241206905535	0.157957047327	0.119748244784	0.143709603812	0.0911500681025	0.0634863360148	0.0873843292605	0.0953574656551
a31	0.242205271512	0.177889682109	0.122714437661	0.138227610604	0.0826354655008	0.0588670999383	0.0841844678668	0.0932759596517
a28	0.228596666771	0.194341316036	0.124406804554	0.139730344868	0.0814379503669	0.0592009769794	0.0735695130423	0.0987164044506
a31	0.22440130959	0.186959566012	0.119844464918	0.142579231289	0.0729853924556	0.0616961057265	0.0837660238741	0.107767887417
a42	0.192220493063	0.155190331271	0.109961849706	0.114282547696	0.0674184900185	0.0673680710622	0.114684578245	0.178873630206
a23	0.140871184888	0.105426804757	0.094127819702	0.0862944017653	0.0649042422728	0.0686605751074	0.150299285682	0.289415681402
a8	0.110014121363	0.088965871119	0.0882024203673	0.0817278806551	0.0706639576243	0.0764652146358	0.166445670561	0.317514852467
</S>	0.0960867116815	0.0854825692595	0.0871510926836	0.0835854010275	0.0759662005122	0.0859511318179	0.16964746428	0.316129413233
