 	tu	quante	bottiglie	hai	rotto	dieci	</S>
a21	0.1322166963	0.1854785212	0.20029072	0.129506711	0.11202782375	0.1263229191	0.11415660995
a20	0.16047833554	0.2015909208	0.233707957333	0.107519438533	0.0996717806833	0.105413191433	0.0916183860167
a35	0.165557744107	0.216957979867	0.226538901111	0.108559192644	0.106935350294	0.105144390811	0.0703064344056
a20	0.165001413922	0.202236260889	0.19778543037	0.117998787548	0.126388157831	0.127745600404	0.0628443382685
a38	0.174467060121	0.18449680623	0.188877866123	0.135937197849	0.115769855344	0.143490718668	0.0569604998228
a31	0.152243309054	0.181037118543	0.204654490041	0.15868974435	0.102713772515	0.147237536356	0.0534240271409
a18	0.115361235998	0.176503020981	0.219480505614	0.143833894117	0.114875236905	0.165445605119	0.0645004937803
a23	0.0823085023593	0.173158309594	0.239730056738	0.104614789106	0.119493516702	0.171712722306	0.10898209866
a24	0.0716271360331	0.174550280838	0.275167172246	0.084315516702	0.100255361567	0.170622584569	0.12346195022
a37	0.0790990007644	0.173372601853	0.273796969082	0.0832586333007	0.091426153389	0.18576661319	0.113280030273
a20	0.0863676560081	0.166656571018	0.246287389294	0.0926662581002	0.100431220863	0.187658564663	0.119932348358
a31	0.083720031936	0.160894051206	0.251940942431	0.1114587681	0.102071969954	0.175553353688	0.114360905586
a20	0.0816266797787	0.148720424002	0.26459457081	0.1157777049	0.089726237718	0.159828432963	0.139725961395
a33	0.0880797471262	0.128085238801	0.227482091603	0.113546242567	0.104312712439	0.163283224988	0.175210748998
a31	0.0976122359087	0.116006910867	0.183981873868	0.131344833922	0.127183600146	0.169427454796	0.174443092333
a20	0.10661638817	0.108572684156	0.172297811023	0.136879582374	0.121292475382	0.163882393399	0.190458652378
a31	0.11426699079	0.105452110985	0.155693204474	0.128606914858	0.121984483127	0.156878194733	0.217118093859
a20	0.119020923063	0.105327658062	0.135045914558	0.129884991019	0.136723127042	0.155903447244	0.21809394102
a31	0.122047640421	0.103348257087	0.124766850653	0.12788536054	0.135113314547	0.152527165015	0.23431141974
</S>	0.12489429191	0.104244107143	0.120757827027	0.12342794157	0.126040117574	0.145742417907	0.25489331337
