 	non	ci	dimentichiamo	mai	</S>
a31	0.228288843	0.1710549457	0.2686861144	0.156673307	0.1752967963
a20	0.297039240333	0.14125510146	0.274209406467	0.125290914733	0.162205330833
a31	0.413114458778	0.124822431807	0.253120210302	0.094496499111	0.114446388344
a11	0.464921174926	0.114211490496	0.246783642701	0.0871322145703	0.0869514553813
a20	0.452137160309	0.105935477899	0.253541532847	0.0911103635901	0.0972754499938
a31	0.451709755436	0.0986001827663	0.259799990656	0.0853904213967	0.104499649425
a11	0.437685105145	0.0948010613221	0.267127440412	0.0812636912656	0.119122701235
a31	0.407031630382	0.0945906536407	0.290145582117	0.0819544194885	0.126277713345
a18	0.383469203461	0.0951444498136	0.305984084906	0.0810277657628	0.134374497848
a42	0.32630998982	0.101762428205	0.300245333749	0.0959508246543	0.175731420416
a31	0.28857628994	0.119607848335	0.300903760563	0.108782890885	0.182129211005
a18	0.292292121313	0.122167243712	0.282362233654	0.110703986762	0.192474420668
a31	0.296171890438	0.124243579771	0.240071327218	0.127889319921	0.211623888956
a39	0.294793717746	0.127697311924	0.205164710939	0.147950826974	0.224393434519
a31	0.290150220182	0.130097318375	0.178044688313	0.166491487058	0.235216270373
a20	0.285528548461	0.132473312572	0.159533770238	0.193323077053	0.229141266858
a39	0.292898408554	0.125784650637	0.157656582079	0.196001260918	0.227659074153
a31	0.274825736585	0.136092693546	0.16050018256	0.185919018173	0.242662348518
a14	0.241146161062	0.150498508409	0.15841159552	0.207015892058	0.242927832439
a46	0.212814244421	0.15865079781	0.192519505173	0.227026649353	0.208988798146
a20	0.19353974354	0.168745060183	0.245188410791	0.211571299784	0.180955478782
a31	0.181941999007	0.175748979028	0.227749564397	0.205155361261	0.209404080727
</S>	0.173611997543	0.176412506664	0.189597403798	0.213066343631	0.247311723964
