 	ho	rotto	una	bottiglia	</S>
a31	0.3274729555	0.2124012601	0.1374803394	0.1526403319	0.1700050988
a21	0.391588037167	0.2306179999	0.132964276733	0.1194455463	0.1253841372
a31	0.468425665056	0.2100801771	0.127027560778	0.0972159577	0.0972506492667
a35	0.479291369685	0.201966982167	0.118459887659	0.1009727705	0.0993090054222
a31	0.459547548562	0.212042834722	0.116569896153	0.1113354691	0.100504269607
a24	0.411810593854	0.256661453974	0.119961607918	0.104778061233	0.106788288936
a37	0.309575456285	0.269882954191	0.123840719773	0.126780453744	0.169920405779
a31	0.227846932762	0.243218186064	0.129646149524	0.148802018115	0.250486709926
a33	0.177725440921	0.231961654688	0.146661344775	0.169208745905	0.274442816642
a31	0.145382155974	0.216021614429	0.169531033045	0.182318706168	0.286746496214
</S>	0.134786239487	0.201737262514	0.175792028702	0.172470306884	0.315214169107
