 	credo	che	stanno	ancora	svegli	</S>
a31	0.1920983016	0.1425020177	0.153412515	0.17259795	0.195284095	0.1441051286
a20	0.205807017067	0.157341789767	0.163552468867	0.166809881667	0.1791949782	0.127293867467
a21	0.224442183356	0.169533501056	0.154581557489	0.157377689022	0.1657993376	0.128265731022
a31	0.221638521319	0.170103741085	0.152619464496	0.159114448141	0.170332326867	0.126191496607
a37	0.21956803404	0.154302492695	0.151118605565	0.157096410047	0.180647849222	0.137266605936
a31	0.20192903948	0.137799113565	0.146868529255	0.155981871682	0.186347766674	0.171073675712
a13	0.184217520227	0.119401600922	0.140589461752	0.161686217227	0.198855800891	0.195249390837
a31	0.176151387942	0.104486664174	0.132028407917	0.169780706742	0.20505822263	0.212494601346
a20	0.162134656981	0.097145146858	0.125147805639	0.174332953314	0.226237170543	0.215002257249
a31	0.156762232527	0.090315527886	0.114704894546	0.172174139705	0.241307881514	0.22473532375
a39	0.155755212176	0.085586985162	0.107767261115	0.172089364435	0.263126422505	0.21567475725
a18	0.151117535459	0.0856148279207	0.107101973838	0.169086330812	0.293537159502	0.193542161017
a33	0.159704644353	0.0873879030402	0.101967741079	0.162745937671	0.282498496167	0.205695254939
a39	0.188843944304	0.0973348714134	0.098204105293	0.156771951824	0.264616011056	0.194229091646
a31	0.208730962488	0.106476979338	0.100800400431	0.162522446141	0.257899511685	0.163569682282
a39	0.203282579896	0.101970800046	0.0973263668103	0.171069785047	0.264471106895	0.161879363561
a33	0.197432307612	0.102960772082	0.0975331274701	0.184182378949	0.253642195965	0.164249233387
a8	0.196393357817	0.106503320427	0.107122179423	0.195190257916	0.243788164655	0.151002730796
a31	0.226380914172	0.106860064742	0.108886738608	0.178729265972	0.233787460485	0.145355566199
a7	0.235928654877	0.112247560381	0.111401726203	0.167209564657	0.214149619095	0.159062879733
a31	0.235229086846	0.11525276466	0.112306297534	0.159550750219	0.192001383032	0.185659709311
a3	0.233138550082	0.11260658262	0.111739570178	0.15760041674	0.186521365677	0.198393510037
a31	0.235296892427	0.113041242807	0.111342121859	0.15621189598	0.179717273026	0.204390573346
a13	0.231281715476	0.116928318336	0.11507801662	0.15179499106	0.184307040142	0.200609910449
a20	0.199680758159	0.116509529845	0.119417401407	0.157912841687	0.208363882714	0.19811557815
a7	0.191078648786	0.113546547615	0.117398585536	0.163708412229	0.207518108238	0.20674970005
a35	0.185588047529	0.116239284338	0.123894805045	0.180597019743	0.202209866079	0.191470987683
a31	0.19609866913	0.117200799646	0.122193897282	0.178203706248	0.199710260026	0.186592680894
a20	0.186425918243	0.114259014349	0.119549228027	0.171426988416	0.205829296009	0.202509561631
a31	0.181051044461	0.117765198116	0.120781728676	0.165738515739	0.201248795003	0.213414729544
</S>	0.196383009631	0.121500735658	0.117921277338	0.15295797727	0.191392018002	0.219845005272
