 	la	donna	pulisce	la	casa	l	uomo	no	</S>
a23	0.0982594778	0.04960469384	0.0836956015	0.0802929192	0.0942324935	0.121638435	0.134542092	0.1743172125	0.16341708
a31	0.110230573533	0.04411273296	0.0871529734333	0.082013893	0.0921769369667	0.1277393796	0.136106609533	0.193254648833	0.127212251933
a24	0.132878230244	0.03835824158	0.0891113752778	0.0926658700667	0.0946632573889	0.122615936333	0.129422344711	0.200234602944	0.100050142844
a31	0.126687738481	0.0298736547467	0.0867791583593	0.102197787822	0.094151261863	0.112793254064	0.120170908384	0.211487886048	0.115858353381
a35	0.0971232840937	0.0227084229822	0.0917535819198	0.107723423141	0.0923993224877	0.110725912275	0.116844607321	0.220314229749	0.14040720996
a28	0.0821083445646	0.0189353020607	0.105929969973	0.111935350114	0.0946475795626	0.112751994838	0.118407155287	0.21745737325	0.137826919753
a37	0.0904493998549	0.0188658195069	0.106955046891	0.110347729838	0.0942721024542	0.115049407033	0.122474783696	0.215436135083	0.126149575284
a39	0.0853373790183	0.019265920729	0.0902163995303	0.102266950213	0.0883516274847	0.118405981851	0.130457461365	0.226393499028	0.139304790895
a20	0.0691390825394	0.0233378022497	0.0766910565768	0.094724239271	0.0788906037616	0.12338177175	0.145893257722	0.229288651676	0.158653544298
a31	0.0756758535131	0.0285079035432	0.0732667043256	0.0844570398903	0.0672655362539	0.120429923383	0.149164808107	0.239046975625	0.162185260299
a44	0.072781023871	0.0272411755211	0.0603822243752	0.0675579338968	0.0560768754846	0.127146934394	0.167337098769	0.253357776008	0.168118955766
a31	0.0636453519903	0.0271256395337	0.0461872007917	0.0544833486989	0.0541126424282	0.134747483265	0.187329193923	0.267205871603	0.165163269855
a34	0.0685377429968	0.0338699622712	0.0511144109306	0.0560764031663	0.0635557002761	0.124179268222	0.169063566508	0.287348438401	0.146254521485
a31	0.0728010421323	0.0400367933237	0.0548775435102	0.0613267719888	0.066276416892	0.116157254741	0.149090904836	0.302300758134	0.137132530228
a18	0.0814560865774	0.0456314383812	0.0554890741034	0.0630786385296	0.0616950224973	0.109962791647	0.141819094945	0.305580612045	0.135287244009
a31	0.0816489773258	0.0534435268337	0.0580295051678	0.0631780587765	0.0627850542324	0.116121506349	0.162935218982	0.274380189082	0.12747796687
a18	0.0812057958419	0.0600141228112	0.0603836328559	0.0625177495255	0.0638013805441	0.119319595383	0.181619483327	0.239563140094	0.13157510509
a7	0.0808101691473	0.0652167784371	0.063248134352	0.0642878549085	0.0654014207814	0.103512301194	0.171167932776	0.223020549365	0.163334863363
a17	0.0751039193824	0.066621795179	0.063530834784	0.0648462131695	0.0687134693271	0.0933519064647	0.150888464659	0.219530963122	0.197412421788
a31	0.0808781733941	0.0782169315263	0.0684078934613	0.0681007213232	0.073059930809	0.0928822060882	0.150430345286	0.205936827041	0.182086939263
a24	0.0859304068647	0.0853797761421	0.0724776705538	0.0718408522411	0.0768732199697	0.0917844666294	0.169426583295	0.18858814008	0.157698859421
a31	0.0901902774216	0.091902017014	0.0749928220513	0.074319624947	0.0786412087232	0.0927218165431	0.178889678632	0.172615344427	0.145727200807
a43	0.0939256892072	0.097711544338	0.0782544101171	0.0749295611823	0.0798809683077	0.0963136288477	0.185174144011	0.160966900142	0.132843155602
a39	0.0858241628691	0.0938134285927	0.0767952102724	0.0748808843274	0.0828240941026	0.0986024887492	0.17618700647	0.170615692981	0.140457020267
a31	0.0926054478564	0.0972755041176	0.0805949396908	0.0773567163758	0.0822317878342	0.0962588553831	0.17543938549	0.167364534994	0.130872815689
</S>	0.102155290578	0.0976638920188	0.0851097980454	0.0786682905879	0.0797717876171	0.0930500551915	0.187308302745	0.157897388097	0.118375196644
