 	lo	posso	finire	di	scrivere	</S>
a20	0.2835368972	0.1156570625	0.11011838747	0.1957076628	0.193733252	0.1012467395
a31	0.383046739733	0.108779237833	0.09371113307	0.181636419847	0.1589714856	0.0738549915467
a39	0.426251425244	0.097747101011	0.0815816062233	0.192389203996	0.141012170893	0.0610184830956
a24	0.428069683748	0.078584263337	0.0664449726744	0.212214287999	0.146843028658	0.0678437550319
a18	0.431940216583	0.0635366680457	0.0570676642248	0.211584270466	0.157063565419	0.078807616944
a24	0.395132759061	0.0548083585486	0.0544774885416	0.204154018622	0.188179530073	0.103247859315
a31	0.327035192514	0.0585378707829	0.0660185632472	0.192713328207	0.215036645358	0.140658416972
a20	0.260103604138	0.0700853187276	0.0910415182824	0.177650184736	0.217869493119	0.183249879257
a31	0.224984724319	0.0840054340425	0.112022736361	0.163091206245	0.212904887706	0.202990998419
a1	0.214195854213	0.0995511382808	0.124632919854	0.140982350748	0.210784228569	0.209853496806
a31	0.183882868578	0.10909282756	0.133477250618	0.136396336916	0.21061092619	0.226539789602
</S>	0.163349795289	0.11396961878	0.135036387709	0.144210235458	0.210253151095	0.233180819801
