 	voglio	un	forno	che	vende	rustici	</S>
a31	0.1182776065	0.1197842471	0.1279362465	0.143219466	0.1341235473	0.2012433954	0.15541549
a37	0.121353061967	0.127227924767	0.142234458833	0.158063890667	0.133924588533	0.1867318052	0.130464257133
a31	0.141729105989	0.139265969256	0.148598343411	0.151428047822	0.133622308078	0.1726247706	0.112731439844
a17	0.133165984463	0.129014799019	0.146082791604	0.159158973207	0.131329209693	0.1973672186	0.103881010148
a20	0.112502926621	0.110847101606	0.158519970201	0.178670627202	0.127969439364	0.217301577533	0.0941883372493
a31	0.108391234007	0.104973799135	0.1769365582	0.160073498534	0.129044091655	0.231675909178	0.0889048992164
a41	0.098659455769	0.094643244645	0.191692135533	0.134381426911	0.122990262952	0.265044940059	0.0925885152721
a24	0.0937216054897	0.0844230386817	0.187820076511	0.132445818904	0.113163629517	0.29489041702	0.0935353896907
a31	0.0894499592299	0.0760437469939	0.175240495237	0.108399389735	0.105579255106	0.31283237434	0.13245477863
a39	0.07858154861	0.065696347298	0.169061876546	0.0785574778117	0.0957310585687	0.34729165878	0.165080018277
a31	0.07558342207	0.060548588366	0.147481530069	0.0657141376372	0.0970492749896	0.364274437593	0.189348591892
a8	0.07729959529	0.0558496276553	0.108859921196	0.0641282318457	0.105188937197	0.373256140864	0.215417546297
a26	0.08008666903	0.0561220533518	0.0802054872187	0.0691299681486	0.117016952666	0.376847017955	0.220591853499
a23	0.0776030925433	0.0568990213839	0.0686131297596	0.0711017370495	0.138675126289	0.363140876652	0.223967007766
a31	0.0775820450878	0.0639179699946	0.0685956407399	0.0765524573832	0.137914016896	0.366953607151	0.208484250122
a20	0.0804687412693	0.0720157017315	0.0750813345133	0.0810060135411	0.125232736232	0.352018749984	0.214176715307
a39	0.0774556770364	0.0717850457105	0.0798862420378	0.0857658849604	0.126634773877	0.318913551328	0.239558810836
a11	0.0735475837588	0.0698837789702	0.0790269740193	0.0901826256535	0.135682995759	0.309530499776	0.242145532679
a37	0.0703203251863	0.0680553502567	0.0783957506131	0.0940052834845	0.146077334253	0.315622084592	0.22752386956
a14	0.0685026571954	0.0657115332189	0.0818599972044	0.100123915828	0.149292142084	0.320436532864	0.214073223853
a24	0.0710389297985	0.0671566942263	0.0846968061348	0.101490885476	0.150968682028	0.314289396955	0.210358610218
a28	0.0748228796395	0.0715462093621	0.0820637713783	0.0983198490253	0.163391889343	0.306062730985	0.203792669006
a20	0.0729502937598	0.0715855361874	0.0796407344594	0.101483416408	0.176667112448	0.303425960328	0.194246951669
a8	0.0820492003599	0.0792808216625	0.0865688750198	0.107657079469	0.171654681483	0.287069109443	0.185720250556
</S>	0.09262888668	0.0879978859312	0.0941701785099	0.110346388735	0.164669348742	0.269763970722	0.180423363278
