 	sto	ancora	cucinando	</S>
a20	0.2339319695	0.264715438	0.305803117	0.1955494769
a31	0.251204302567	0.276975055333	0.316072174333	0.155748468767
a37	0.270622451989	0.285879763778	0.316614315578	0.126883472456
a20	0.25766457973	0.285337905926	0.331190965993	0.125806550152
a31	0.25026592891	0.273191615975	0.355803915331	0.120738531251
a30	0.234453302303	0.280970567992	0.357605184444	0.126970939084
a46	0.242395885434	0.267542593597	0.335903829015	0.154157694961
a31	0.251550699811	0.221564298466	0.338878801205	0.188006200054
a39	0.21716324127	0.194507170155	0.332142321402	0.256187259351
a15	0.224007325757	0.178348258918	0.301612914801	0.29603148245
a20	0.248813945919	0.168210759973	0.282944568534	0.30003072015
a22	0.268897257306	0.168041640724	0.256433236778	0.306627877383
a31	0.265510268302	0.175128311175	0.239802256593	0.319559171794
a46	0.250461965501	0.175387764458	0.228509692864	0.345640588598
</S>	0.25499920205	0.174446797329	0.216847406432	0.353706614299
