 	mi	si	gonfiò	il	dito	</S>
a31	0.263535281	0.1845695651	0.1279608193	0.199767246	0.1051967536	0.1189703384
a11	0.331054645	0.195264308767	0.100254553767	0.206612029467	0.0729246678667	0.0938897928667
a31	0.396660932333	0.198853497522	0.089353835989	0.194522226822	0.0516964836556	0.0689130249556
a15	0.423494435444	0.189921281707	0.0940579783297	0.181509673141	0.0498537333852	0.0611629151852
a31	0.421474863148	0.188107283502	0.0938718700099	0.17357750838	0.0602738440617	0.0626946453284
a0	0.378671671049	0.180184887167	0.107599416303	0.17285409146	0.0758640588206	0.0848258793095
a46	0.331334419683	0.159162917056	0.120402184701	0.16926434202	0.0920108262735	0.12782530797
a31	0.321558509228	0.169278368352	0.103329575167	0.159360016873	0.106835002558	0.139638524857
a18	0.284661879076	0.174715383451	0.0994476375223	0.158417067824	0.121299650186	0.161458388486
a31	0.250660002625	0.16179708115	0.105648073241	0.150827029075	0.149376567929	0.181691249495
a24	0.229332507475	0.148858212783	0.10914455728	0.144465713758	0.172480908243	0.195718107832
a28	0.201913444558	0.135132932394	0.11527484316	0.139037402653	0.200608576081	0.208032823944
a13	0.186622185253	0.134233808531	0.129999341987	0.140060046551	0.212594924694	0.196489708381
a20	0.179826098751	0.14012262951	0.147225627996	0.172991920917	0.180639216231	0.179194518527
a17	0.167673848984	0.139901126703	0.161692387199	0.213502373639	0.15503139501	0.162198874842
a39	0.158621458395	0.140234175968	0.1603979744	0.227374430546	0.15202995327	0.161342007614
a20	0.169896769665	0.142079634456	0.150255152667	0.219465060849	0.15592812509	0.162375265205
a31	0.193083939568	0.138994751192	0.136528920782	0.188206004016	0.163704389697	0.179482001468
a41	0.194717035116	0.137580799211	0.130732858987	0.163826973739	0.183118024566	0.190024312223
a8	0.177746426552	0.143055346777	0.139906524429	0.160219098913	0.198636465255	0.180436140741
a37	0.166160791697	0.143916677726	0.141945396543	0.162148768638	0.212139898152	0.173688470514
a8	0.167654067346	0.144675935575	0.141529758114	0.160678584879	0.208613441384	0.176848209105
</S>	0.173352532673	0.148114297587	0.143949973657	0.15277480644	0.198018518692	0.183789862552
