 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
a31	0.0748563307	0.05330056376	0.086363034063	0.084020976352	0.04354785006	0.0564347912	0.0700119957	0.05963299817	0.1012609499	0.1044896665	0.1697303881	0.0963504292
a18	0.1076400515	0.0722682978267	0.083673060863	0.080565784352	0.0285175722987	0.04534383898	0.0603778381	0.0536786428567	0.0986387172333	0.0959701375667	0.1701483143	0.1031777382
a31	0.148128843167	0.105392609109	0.089110992421	0.0780087135373	0.0209261944849	0.0372493095133	0.0493801589667	0.0501186772189	0.104451975344	0.0995118956556	0.121997919633	0.0957227217333
a20	0.155354138789	0.112067947343	0.0908311766737	0.0836687960991	0.017211779975	0.0315537733378	0.0414195968556	0.044623835273	0.114288892801	0.107448084019	0.109067862411	0.0924641311111
a15	0.14374078193	0.094811345141	0.0866366638512	0.0808400800797	0.014778462505	0.0281689482526	0.0378132507519	0.0394143718177	0.114746776714	0.109366182073	0.129695545204	0.119987611237
a31	0.151033538643	0.093865415367	0.0870629079771	0.0817405866399	0.015228252515	0.0287542009975	0.0374407953173	0.0406871426459	0.115468421065	0.108749571758	0.131771129881	0.108198050946
a20	0.138725341148	0.093389218689	0.086152110859	0.0882586088133	0.0212470950317	0.0338703287992	0.0421425371724	0.0434189871686	0.122268926375	0.114587795986	0.12214529648	0.0937937676487
a11	0.115306553316	0.086813548363	0.0807894958197	0.0895685140711	0.0248556283172	0.0355755573331	0.0458337921241	0.0410331097095	0.130353529412	0.123111402729	0.128736441267	0.0980224366496
a0	0.102873285772	0.0771657595477	0.0758823442066	0.083764702357	0.0208079068857	0.0336118845444	0.0468309822814	0.0382977218498	0.140785832784	0.136436331576	0.127706952322	0.11583629185
a41	0.086922389924	0.0623299588759	0.0696025880022	0.0764496277857	0.0171929811286	0.0334876251481	0.0469256044005	0.0393639144233	0.153676434075	0.155383111525	0.109862459981	0.148803298817
a20	0.0817358655747	0.0540835314653	0.0640753686341	0.0737767880619	0.0187808516429	0.0360510529827	0.0473366266668	0.0423723925078	0.159170502218	0.169571220575	0.0962957772803	0.156750008206
a31	0.0809792103916	0.0580898363284	0.0686771233114	0.0782504078206	0.024384802681	0.0410781565942	0.0510953583556	0.0451664660026	0.157085981699	0.181625080325	0.0878432114734	0.125724352835
a30	0.0770917291305	0.0687601173095	0.0677302870371	0.0830642962735	0.027757454427	0.0433541534647	0.0516901982519	0.0443251596075	0.145279481233	0.181256196975	0.0933006109511	0.116390298445
a31	0.0727344857768	0.0670489933698	0.0564700584124	0.0879509219578	0.028951216609	0.0466266032216	0.055290953484	0.0481032595425	0.131636485411	0.188500176792	0.102297441464	0.114389371522
a20	0.0748937872589	0.0616511115899	0.0526342666041	0.0920530573193	0.0301810697763	0.0491229773405	0.0584161926947	0.0538572882742	0.119246717137	0.203624216531	0.102958676601	0.101360622721
a31	0.0753650634196	0.0569266819966	0.049123227868	0.0877908799064	0.0309748938321	0.0474005330468	0.0576161990982	0.0562010818914	0.110519027646	0.207423456177	0.10942842296	0.11123053168
a37	0.0762513032732	0.0505592725322	0.0463193860227	0.0852555665688	0.033118349544	0.0481018710156	0.0597021015661	0.0593094205171	0.107877045215	0.207823894059	0.113845302253	0.111836485827
a35	0.0724653670911	0.0467882834107	0.0458330324942	0.0839898581496	0.0329199579813	0.0466966026719	0.0636521929887	0.058230733459	0.109423112072	0.20014831002	0.112731396084	0.127121146009
a11	0.0667217880304	0.0436357577036	0.0471486199714	0.0790919325032	0.0306009969271	0.043696365424	0.0685368704629	0.060509512553	0.110826829491	0.18375401734	0.114645115161	0.15083218667
a46	0.0622432726768	0.0431565921012	0.0464073053771	0.0744010695011	0.0310728711757	0.044874260008	0.0701405097543	0.061236279651	0.106646321364	0.168041403113	0.126000935787	0.165779182623
a31	0.0568392693723	0.0467959583271	0.0531648729924	0.0779516060737	0.0370261954586	0.048927949936	0.0697718795181	0.061216584617	0.100662879388	0.146893876904	0.131929287262	0.168819648474
a46	0.0570632756774	0.0497403063757	0.0573275236708	0.0765946539712	0.0418160850662	0.0497295835787	0.071196845106	0.0606333106057	0.0989285600627	0.140809330835	0.133205424021	0.162955105091
a18	0.0535048757458	0.0479052406119	0.0535110614969	0.0680753424371	0.0430148595354	0.0485853033929	0.073587737502	0.0603691637352	0.102180793421	0.146935296812	0.132581141674	0.16974917583
a31	0.0544923911753	0.0502115761306	0.0628039627656	0.0730822041324	0.0448827259785	0.0500469542976	0.073691766234	0.0606038831784	0.099659100807	0.134640280271	0.119197859491	0.176687283543
a1	0.0572822618138	0.0523291539702	0.0662568648019	0.0755887924641	0.0479409244328	0.0510771581992	0.078466915678	0.0546351367261	0.0961007173357	0.12863864729	0.118008928097	0.173674493848
a20	0.0531025902219	0.0490653776101	0.059894123414	0.070568922288	0.0501897797176	0.0519368529664	0.0862403996927	0.053714025242	0.0999474355119	0.13395803023	0.130613973166	0.160768492883
a31	0.056342201836	0.05173554679	0.0663136807847	0.073367996416	0.0500421161725	0.0522518948888	0.0823462210976	0.0547875834807	0.101623807037	0.132022726143	0.123021479922	0.156144758961
a27	0.0591277423787	0.0558819331767	0.0708956814549	0.0743953229253	0.0520931873442	0.0520547426963	0.0790146346992	0.0540728020936	0.0961145117457	0.125202645048	0.116116136641	0.165030685254
a31	0.0615252642729	0.0587381921922	0.072085674565	0.0754092933351	0.0552726750881	0.0536971176321	0.0784946198997	0.0554703858979	0.0927271891152	0.117968524083	0.115950823547	0.162660254018
a46	0.0635334319043	0.0604503481041	0.0715272566283	0.0747034942517	0.0582165102894	0.0576361472107	0.0752727742999	0.0558989562326	0.0927391488384	0.113808700361	0.114506331916	0.161706898073
</S>	0.0601629017722	0.0589246215621	0.0661894654741	0.0698883296959	0.0604911849047	0.0603600239054	0.0756119469499	0.0552395194163	0.0931042120192	0.114431485581	0.118347230058	0.167249078336
