 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.1821719767	0.1147965326	0.1534142845	0.101452679	0.1461795187	0.1833588407	0.1186261573
a31	0.2608705557	0.132147727667	0.1722051015	0.0884704836	0.120495652833	0.150640622833	0.0751698580333
a11	0.2824308829	0.156093247622	0.1870170885	0.0788610944667	0.105123108178	0.132834178411	0.0576404054778
a21	0.2456955233	0.181442025007	0.1898278235	0.0783736153556	0.104801188493	0.132777992937	0.0670818348259
a31	0.239026640433	0.194090479136	0.171848310967	0.0734660739185	0.0935791901643	0.145575624779	0.0824136864086
a20	0.234310819744	0.182971221912	0.154959928389	0.0730633429728	0.0843042767214	0.173881994593	0.0965084148695
a31	0.229239481515	0.169322485637	0.166352871063	0.0701803833909	0.0786259363071	0.189340842464	0.0969379938232
a10	0.220047521172	0.156908509679	0.198219973954	0.0623504458636	0.072675709069	0.189774332088	0.100023499074
a31	0.195879213724	0.14843833976	0.207819855851	0.0575565949545	0.0766401911897	0.208698054363	0.104967723825
a21	0.184704272575	0.146355389653	0.190729573284	0.0564935993182	0.0871505839966	0.217327950121	0.117238596275
a11	0.159994645258	0.134143114084	0.163395131161	0.0746615707727	0.106646664532	0.206571587374	0.154587266625
a3	0.117453098419	0.113237812361	0.139216580054	0.0926093908576	0.124796736777	0.209373846458	0.203312535742
a33	0.10132283874	0.101014921254	0.121433998018	0.0957363753792	0.129624947992	0.217309825486	0.233557096581
</S>	0.10188249887	0.101260270327	0.117296474009	0.0982912059296	0.128918941996	0.217575100743	0.23477550829
