 	avete	cucinato	le	verdure	</S>
a20	0.2746525764	0.1593109581	0.244016846	0.164531257	0.1574883793
a31	0.324343671067	0.155767848833	0.243691068333	0.154052080267	0.1221453479
a37	0.356129763022	0.144869403411	0.248521305778	0.151674401356	0.0988051458333
a10	0.309043610341	0.12708692187	0.257116316593	0.186162054585	0.120591113078
a20	0.259879571314	0.11303452469	0.272499536864	0.212262589328	0.142323785093
a28	0.232995116305	0.109643629963	0.277665818021	0.215916463776	0.163778976831
a20	0.209240429702	0.121541025654	0.26163360174	0.202889619925	0.204695329877
a33	0.197359612901	0.144656621218	0.21956402658	0.184580323975	0.253839418626
a8	0.187083130567	0.162256891806	0.186213625527	0.171878087992	0.292568268209
</S>	0.174840586583	0.164358395503	0.180769027764	0.173914733996	0.306117266104
