 	non	deve	magniare	la	sera	</S>
a20	0.2668542435	0.0959150157	0.1523813047	0.1679200383	0.159975235	0.1569541699
a31	0.3387073885	0.0840401933667	0.132627969633	0.168259424967	0.143830916867	0.132534108567
a18	0.3809810925	0.0767659399889	0.108507705811	0.176968688989	0.147140332822	0.109636230022
a37	0.381802807833	0.0656531149963	0.0845140362703	0.192886041996	0.163976324741	0.111167679774
a18	0.377470564611	0.0601310237988	0.0770291923568	0.193038109999	0.171504630714	0.120826488925
a31	0.34118805887	0.0678449213996	0.0913472767189	0.179004357333	0.173868286438	0.146747101175
a13	0.284690270957	0.0861211954665	0.105519854906	0.157463918444	0.170733666813	0.195471088392
a31	0.216922635119	0.112132677822	0.112736958635	0.145855973815	0.182517938271	0.229833812797
a17	0.166146789173	0.136197494007	0.125592446212	0.142505934672	0.185654365424	0.243902985599
</S>	0.151787872587	0.142773743603	0.130794933106	0.141318228936	0.176977869712	0.256347376799
