 	ha	che	sono	usciti	</S>
a31	0.3175797887	0.25677808	0.1067037048	0.1500878311	0.1688506047
a13	0.392689824233	0.257266048	0.0978738948667	0.1114954499	0.140674797033
a8	0.448223508744	0.2285083776	0.0944670109556	0.104004731767	0.124796378144
a24	0.471515510248	0.2195536368	0.0919757667852	0.102894565589	0.114060525248
a31	0.401831280749	0.209415736267	0.100129848795	0.140280189863	0.148342956816
a0	0.331373043583	0.190576175022	0.102962847932	0.195963082354	0.179124858005
a31	0.295027417194	0.179680315941	0.117933001511	0.211836361851	0.195522905735
a8	0.249939312798	0.173873910914	0.143272996637	0.21468468395	0.218229093912
a23	0.222698725999	0.175806468371	0.160506524879	0.227812843317	0.213175429971
a8	0.205281619333	0.175621220924	0.163370336426	0.240571433106	0.215155384324
a23	0.185131766444	0.179703117308	0.166191000809	0.246204636369	0.222769488441
</S>	0.174610481222	0.184665118654	0.174417749805	0.245074344184	0.221232327221
