 	io	non	ho	cosa	da	mangiare	</S>
a31	0.187840787	0.139251609	0.1250361486	0.1418679029	0.0953448691	0.1838230925	0.1268355764
a37	0.228898595	0.161554410333	0.1277793432	0.1371748197	0.0820039571667	0.1639733461	0.0986155205333
a31	0.255403591	0.182086628378	0.139743019	0.140715984033	0.0741803469889	0.137460248233	0.0704101762911
a18	0.281716627667	0.182675687726	0.144197655267	0.142588266011	0.0655054397563	0.127582566344	0.0557337610104
a31	0.282882688222	0.171568478575	0.148533280689	0.16074175307	0.0566827879454	0.127546876981	0.0520441512368
a11	0.278827327074	0.155776746858	0.147150258296	0.16911278849	0.0551201845151	0.130692065527	0.0633206457123
a37	0.290139753691	0.135488467353	0.140370158965	0.162088887897	0.0534843010384	0.134192553176	0.0842358888374
a15	0.277054479897	0.126079782984	0.148066315188	0.168282747966	0.0504905484795	0.132905468592	0.0971206676125
a39	0.253041522632	0.128013361461	0.146858894863	0.166224470655	0.0521575139598	0.148000970064	0.105703276271
a31	0.245206677877	0.125504340887	0.117830322021	0.142357725885	0.0560859867199	0.168156551688	0.144858400824
a39	0.220261561626	0.120310261762	0.0997998152737	0.132639558295	0.0691597771733	0.185986024829	0.171843002275
a20	0.182330345875	0.119980834654	0.103739625025	0.135118948632	0.0858717680578	0.21061133761	0.162347135025
a24	0.161692288958	0.128836455885	0.111492250075	0.117303390211	0.0991835390193	0.217507675603	0.163984395342
a31	0.149312385619	0.134130653228	0.112329772758	0.10580086307	0.115154368606	0.181862004868	0.201409945714
a46	0.13546192892	0.131459342809	0.111015088759	0.10125519229	0.119825205869	0.167388161289	0.233595068838
a31	0.130500546787	0.134813358203	0.115981989893	0.10168318723	0.113584149156	0.169236005763	0.234200758613
a3	0.129381029262	0.139267897068	0.121545974631	0.104955468143	0.112517163852	0.163829691521	0.228502781538
a31	0.130281808887	0.142296769223	0.12507468861	0.106656221981	0.112090191151	0.16771018744	0.215890139179
</S>	0.139392463244	0.145129023111	0.124002571705	0.10644175739	0.110523205376	0.16318287472	0.211328106589
