 	noo	abbiamo	deciso	che	oggi	avevamo	andare	alla	spiaggia	con	mio	fratello	però	lui	sapeva	che	faceva	freddo	e	non	è	venuto	ma	ma	lì	che	il	mare	non	mi	piace	quando	fa	freddo	</S>
a8	0.022874753	0.025429147	0.0299976246	0.02517506525	0.0273634352	0.02651164953	0.0269328308	0.0278508607	0.0287550808	0.0265161545	0.0294859705	0.0264174221	0.0291549384	0.0261056219	0.0273404848	0.0265648678	0.03143591584	0.0261494458	0.027449192	0.0258201985	0.0247141782	0.0243028535	0.028856732	0.0310761195	0.02500797234	0.023748228	0.02701979435	0.0379463872	0.0281308948	0.03544266765	0.0312701664	0.02961847274	0.0339204998	0.0377567589	0.0378576096
a31	0.0234490239333	0.0252112440133	0.0294370218667	0.0260347757167	0.0281305805333	0.0313838060967	0.0314855619333	0.0271012765667	0.0283361782	0.02453644666	0.0290642311667	0.0261302852333	0.03879292858	0.0246178450333	0.0251896045333	0.0257186103667	0.02935006964	0.0254981939333	0.0280580647333	0.0248078444333	0.023048145	0.0243370866	0.0235031631333	0.02766140334	0.0221263947733	0.0205139876	0.02332025435	0.0382043846667	0.0273390554667	0.0373272455167	0.0352740705333	0.03321192174	0.0392204950667	0.0399487595	0.0326300306133
a24	0.0211738459778	0.0221029191778	0.0261632514889	0.0247174290056	0.0264775825311	0.0380979261989	0.0337632287778	0.0256703250889	0.0258165853733	0.0232872293133	0.0289347280222	0.0256667562111	0.0436326037733	0.0231247168578	0.0255429775111	0.0253898310222	0.0288229304133	0.0276194241111	0.0307759670444	0.0271551140111	0.0227619515333	0.0239594062333	0.0241648919444	0.0247000551867	0.0245550884911	0.0196922649667	0.0220347979167	0.0339349976222	0.0270309167556	0.0361736151722	0.0383595824844	0.0343776259	0.0412873384622	0.0402239894333	0.0328080934178
a37	0.0178177669259	0.0178449729793	0.021748761763	0.0220448729685	0.0233770861104	0.0376686714663	0.0309148434193	0.0246570223963	0.0224603699578	0.0222565333711	0.0285694360407	0.0244087954037	0.0514999442578	0.0218719220659	0.0254696669704	0.0258007834741	0.0312203258711	0.0310115045704	0.0341220152815	0.031253386337	0.0247159555111	0.0234976630378	0.0256770183481	0.0219995111622	0.0291235663637	0.0206958976222	0.0218371230389	0.0310403031407	0.0277682520519	0.0366550228574	0.0378784415348	0.03393846194	0.0397163382274	0.0411941001444	0.0382436660059
a24	0.0169670259753	0.0164341849531	0.019782069721	0.0194893301562	0.0201297716835	0.0385201296888	0.0296652422331	0.0236002903988	0.0209164458459	0.0207519001904	0.0281882812802	0.0231112038679	0.0540482714193	0.0211994811553	0.0253354455235	0.026647092558	0.0308442676904	0.0335392213901	0.0350735318938	0.032422107179	0.025129951837	0.0242713074393	0.0253218969827	0.0219590579207	0.0304268438546	0.0220195293407	0.0208300086796	0.0282756498469	0.027959343484	0.0372171614858	0.0351866652449	0.0335968464	0.0398130437758	0.0446125640081	0.046714845702
a37	0.0162862986251	0.015870987251	0.0199824626403	0.0180061696054	0.0195571371278	0.0355859502629	0.0273654493777	0.0244021231329	0.0207674003886	0.0211804015968	0.0292182945601	0.0244267580893	0.0449748822064	0.0212706675318	0.0270536050412	0.0285856229193	0.0301237358301	0.0337509182634	0.0347186614313	0.032038542793	0.0249361908123	0.0253058953131	0.0269906262609	0.0244532487736	0.0289227478182	0.0237473308469	0.0215706818932	0.0279457380156	0.0276835426947	0.0374603668286	0.0339978480816	0.03374562552	0.0416132137053	0.0472446937294	0.049216180254
a31	0.0145198422417	0.015422868757	0.0196371815134	0.0168821444018	0.0179319041426	0.034240500901	0.0261514005592	0.023179413111	0.0213326065829	0.0208898592456	0.0282732772534	0.0241499461298	0.0459885638488	0.0221448402839	0.0270099129471	0.0289158109998	0.0336933507034	0.0320822724211	0.0345344640371	0.030782260131	0.0248865929374	0.027347044871	0.0249209422403	0.0234622616979	0.0429831904061	0.0230074219623	0.0218110686977	0.0290928698719	0.0283385703649	0.0383641355429	0.0356547546472	0.0338834813667	0.0406810901684	0.0470291865431	0.040774967758
a28	0.0121603478139	0.0143096889523	0.0181211199378	0.0158293977339	0.0161468431809	0.0354816640803	0.0262002811531	0.021590472837	0.0230598724276	0.0211895027952	0.0285830326178	0.0234999232099	0.0507731299963	0.022478660428	0.0268506789824	0.0284952113599	0.0386709517945	0.0317724608737	0.0345130861724	0.0300758220437	0.0259164379125	0.028313444957	0.0232613627401	0.021684528606	0.0533495717087	0.0217051352674	0.0211889411392	0.0295590936906	0.0282751323216	0.037894783181	0.0371823896357	0.0339715904022	0.0391741375095	0.0439728425144	0.0347484689793
a17	0.0117672651713	0.0137980464774	0.0178255887793	0.015314935598	0.0160973822803	0.0288366741868	0.0216848230844	0.0210811342457	0.0242699464759	0.0218370384651	0.0306818449393	0.0236975642033	0.0456177179721	0.0227370030893	0.0276163316941	0.02854557552	0.0389377799315	0.0323759769912	0.0331648745908	0.0299573738479	0.0267030327042	0.027756854719	0.02617213432	0.023506202002	0.0435391976562	0.0233715607558	0.0243005358197	0.0323341374302	0.0312639575072	0.039864738327	0.0359770915452	0.0347786741541	0.0396527392232	0.0427604203515	0.0421738587198
a31	0.0109399458238	0.0138856142658	0.0189876347064	0.0145919875593	0.0162593689534	0.0269353398289	0.0192552691615	0.0211654758019	0.0251509433786	0.021558409555	0.0300245297798	0.0234499889344	0.0400313889374	0.0254965386698	0.0278923205314	0.0293078953467	0.0391257972438	0.0329212164304	0.0334796809303	0.0308255665826	0.0265826718347	0.029977876173	0.02641387258	0.022771892054	0.0432991055321	0.0230402315519	0.0251660069399	0.0342247438367	0.0335675647024	0.0387684773757	0.0350063097151	0.0333754442314	0.0378443135611	0.0455673724305	0.0431092089933
