 	non	ho	cosa	è	da	mangiare	</S>
a31	0.1442499538	0.136942467	0.1372712844	0.13614287307	0.1052470387	0.2176657683	0.1224805936
a8	0.1569416682	0.147107145333	0.1454044148	0.115662830737	0.0877329633	0.237842383433	0.1093085722
a31	0.176886038733	0.162139750111	0.1565007204	0.104062391512	0.0727199637667	0.240550866678	0.0871402561333
a37	0.175124261178	0.150486210037	0.143469690333	0.109684184637	0.0730075691556	0.272513466226	0.0757146221111
a20	0.158314827593	0.128046507612	0.117620205911	0.110804379746	0.0807094666852	0.322142156075	0.0823624619704
a31	0.145112743731	0.112596797071	0.100215663704	0.110483502782	0.0906522132284	0.353343100692	0.0875959785235
a17	0.12565740851	0.099335794757	0.0985486054347	0.114097950794	0.0914402476761	0.363293104231	0.107626877774
a20	0.112013446437	0.0864945740523	0.0931737137449	0.105515430598	0.0900998293587	0.376767014744	0.135935988591
a31	0.119741523679	0.0816735574841	0.086828007915	0.102597442533	0.0954941543196	0.346847510581	0.166817798864
a39	0.125870096506	0.081875631628	0.0888207520383	0.124675103044	0.0995370998399	0.27656601186	0.202655294755
a35	0.126112735582	0.0931666775427	0.0959823895461	0.128994307948	0.09873329888	0.252872489287	0.204138100718
a39	0.127099289861	0.109334452148	0.105372064049	0.127775662183	0.0981606670267	0.239231270029	0.193026604239
a46	0.12800737182	0.118278466816	0.10942916155	0.137064806861	0.109217425676	0.210985710276	0.187017084613
a35	0.127855037673	0.123950702472	0.11353902505	0.143720844954	0.126881875892	0.185992064092	0.178060469738
a31	0.138338174244	0.124738281357	0.111985942457	0.138098923185	0.126018882631	0.160422966697	0.200396833179
</S>	0.151795858452	0.122396452378	0.107664469588	0.129261902893	0.118310545316	0.147282631349	0.22328814099
