 	Valeria	legge	il	giornale	</S>
a31	0.213414881	0.237739917	0.187797249	0.229220459	0.1318274872
a39	0.244440671667	0.217818623	0.182138354667	0.241381648333	0.114220685733
a8	0.282849169222	0.191386595333	0.164946305222	0.249632358778	0.111185552578
a31	0.292731870807	0.191118422778	0.140060364007	0.267055223593	0.109034106326
a11	0.260259374002	0.231217155593	0.129690541869	0.274066579198	0.104766333975
a13	0.218012297734	0.250402652531	0.12784867669	0.275481111066	0.128255236992
a31	0.194196813645	0.232289452844	0.12932675403	0.291262822355	0.152924145597
a18	0.181364730215	0.237569082281	0.128760823677	0.283209999452	0.169095368266
a37	0.177547006005	0.229718672094	0.129523153559	0.259819847817	0.203391310755
a11	0.178683709868	0.201524180698	0.13952166312	0.254166108606	0.226104323585
a41	0.168908356556	0.187502741299	0.148564376307	0.249142702202	0.245881819195
a14	0.164352560519	0.177700082166	0.155413121769	0.241335085801	0.261199151732
a31	0.177723835506	0.170759934722	0.166665576923	0.225924899	0.258925755911
a35	0.188021819169	0.176638683174	0.187877712308	0.207839109667	0.23962266597
a31	0.192085096256	0.174658991258	0.188999789436	0.204325788889	0.23993030999
a41	0.188718250019	0.172271923286	0.175127568679	0.207864261963	0.256017973597
a31	0.18939706414	0.173151453362	0.169213472426	0.205563544654	0.262674462132
a35	0.189848063493	0.172883430921	0.172932784142	0.209817228218	0.254518501711
a31	0.189568067611	0.17369700744	0.173723892714	0.216786192073	0.246224846237
a8	0.18907265277	0.17365055278	0.176514090905	0.219595288691	0.241167428746
a20	0.173464928243	0.178583174893	0.193076131635	0.227239337564	0.227636442249
a31	0.181908717988	0.174627794364	0.187845218545	0.223283003588	0.23233526675
a37	0.188456790136	0.173927100721	0.185561212848	0.218598148929	0.23345675225
</S>	0.181282175648	0.177998552661	0.195257998424	0.221019262464	0.224442024125
