 	ho	finito	di	scrivere	</S>
a38	0.2385567093	0.1630160612	0.1930719614	0.236770431	0.1685848339
a31	0.3207074473	0.162169684	0.191313219467	0.194781761933	0.1310278831
a15	0.383369125767	0.1781190118	0.190397343422	0.158822351178	0.0892921674333
a18	0.386437361256	0.196969255267	0.199708952474	0.136383672259	0.0805007443444
a31	0.382007627752	0.206200795156	0.196644899025	0.120669944306	0.0944767119148
a37	0.360399196584	0.202628333119	0.193150819542	0.117669463922	0.126152156505
a31	0.335551874195	0.209964850173	0.188547080914	0.122523371174	0.143412797568
a0	0.310513549398	0.195458339258	0.170564850771	0.143949593391	0.179513657856
a31	0.277604307133	0.167079592353	0.164963097124	0.18425177813	0.206101213685
a18	0.257585055044	0.155262360851	0.162146394375	0.216047448043	0.208958736295
a31	0.216255098081	0.14266999015	0.161978047125	0.255119112681	0.223977755432
a39	0.18334294576	0.127648596783	0.171020205375	0.279058588894	0.238929664477
a20	0.17336656952	0.117014338794	0.188509092058	0.269438782965	0.251671212826
a31	0.158483329907	0.117941066931	0.198597622953	0.273103870322	0.251874102275
a8	0.140001805102	0.120835385777	0.205215589651	0.279312688774	0.254634513425
a20	0.137103013367	0.129338835659	0.209779183884	0.275668016925	0.248110927808
a31	0.152525521189	0.141717343306	0.189354798295	0.273537278975	0.242865047936
</S>	0.161920465194	0.144664622583	0.174962334647	0.274152177487	0.244300399968
