 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
a31	0.0940807874	0.07182877686	0.118446207	0.1263842073	0.1003066714	0.1025396014	0.1299215844	0.1628978773	0.0935943007
a28	0.0975128554667	0.0553876421933	0.123139488667	0.1148980693	0.0972506432	0.115747625133	0.132087026067	0.1922955471	0.0716811189
a37	0.102639174156	0.0548267927978	0.137987543222	0.116204126967	0.100341722467	0.118571906178	0.119143921556	0.183822658367	0.0664621698333
a20	0.108256710919	0.0549897022593	0.153440754407	0.123126198656	0.106937588822	0.106503717059	0.104717004119	0.178363632522	0.0636647052111
a37	0.097855033973	0.0460674887264	0.168618239469	0.130544320819	0.111498521874	0.0922089556197	0.101309942906	0.195306559907	0.056590937537
a24	0.079093620991	0.0359441076021	0.198448493756	0.11764418354	0.106717199291	0.0843990034066	0.103434835769	0.217875151636	0.0564434119123
a21	0.0633941683503	0.030761951762	0.213278983852	0.106519603313	0.110336930764	0.0875484929355	0.107077966456	0.214508995745	0.0665729277041
a28	0.0582287858034	0.0349467974713	0.219760769084	0.111903440704	0.114535878855	0.0855865974452	0.110186857352	0.184901526382	0.0799493552014
a24	0.0563238402678	0.0386205135264	0.215241717361	0.115717816501	0.110050550418	0.0808965086817	0.124152013184	0.172149643061	0.0868473880338
a31	0.0532243223759	0.0460684326821	0.17928355772	0.124437451367	0.130797839139	0.0819956976272	0.127752293461	0.162482882354	0.0939575152779
a20	0.0474963125253	0.047020864334	0.154168277707	0.140548454056	0.137232210246	0.0829289332091	0.12328023862	0.145774748118	0.121549959359
a24	0.0401210080084	0.0378876211113	0.132042487369	0.172583824819	0.113834441682	0.0835798664697	0.12561169574	0.141139328839	0.15319972052
a20	0.0397080946228	0.0393255461704	0.107435882056	0.186646018806	0.110306706494	0.0885143398232	0.12691280298	0.129049487346	0.172101117773
a33	0.0441092821076	0.0480576069901	0.096315792752	0.176296026069	0.117366727831	0.0971079226744	0.140772843327	0.125580985115	0.154392807791
a20	0.0508379533692	0.0572928532634	0.0918945350507	0.15901002509	0.11819501821	0.105384303358	0.156846073442	0.126863095772	0.133676144264
a31	0.0668159345897	0.0648208268878	0.0936048440836	0.131252174763	0.107758265803	0.107341268453	0.160868385814	0.121454209991	0.146084100821
a3	0.0755510671966	0.0687108723626	0.0951128821612	0.116400601054	0.097319678401	0.104557524418	0.157397591605	0.119444312397	0.165505487207
a20	0.0726057423122	0.0695162407875	0.0896613977204	0.109329035151	0.0969900795337	0.105250163073	0.162566554602	0.120055896466	0.174024903802
</S>	0.0718843795261	0.0698955573938	0.0839349198602	0.105798358575	0.0974821598668	0.107018766536	0.171926987401	0.121573537733	0.170485332401
