 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
a31	0.0889683275	0.0622602443	0.070261788	0.04871093397	0.0745674031	0.072846287	0.1338191203	0.1297764674	0.1174681315	0.1205907959	0.0807304883
a28	0.0885552720333	0.0623528389	0.0747573468	0.0472146544367	0.0691709404333	0.0789439751333	0.1417739211	0.126597525733	0.114032600567	0.121127659633	0.0754732568333
a37	0.104604086678	0.08285468432	0.0971417318	0.0535577395056	0.0712159882111	0.0789191882444	0.114000878033	0.103474403244	0.101480702589	0.116542442144	0.0762081485444
a31	0.105231370893	0.0796699237467	0.1156044626	0.0593349811952	0.0704244650037	0.0680473554815	0.103245313878	0.0950457598147	0.098013563063	0.128489424315	0.0768933661148
a17	0.0938918432977	0.0665730627356	0.112131461467	0.0618089209317	0.0682389999346	0.0600233621605	0.117131802959	0.0999234356716	0.104726484754	0.139050740905	0.0764998749716
a31	0.0907110957659	0.0616661827652	0.099995642489	0.0582947831572	0.0652560405115	0.0565490641202	0.134910398653	0.107734829157	0.115341444585	0.136414342435	0.0731261729905
a28	0.0846463232553	0.0514357049217	0.094370029803	0.0540553684057	0.0619171780372	0.0536451013067	0.142950477084	0.112431561786	0.112559840462	0.148574672278	0.0834137352635
a17	0.0803362940851	0.0457421186539	0.0893567235543	0.0552858613086	0.0611460757457	0.0550096071689	0.143780642961	0.113630659795	0.101159262754	0.159659455559	0.0948932996878
a20	0.079459643695	0.0452043908246	0.0898255921248	0.0541785967029	0.0635901394486	0.0603606819896	0.14093799992	0.117677916198	0.0962016848513	0.15865035812	0.0939130039626
a31	0.0791853254317	0.0480454393282	0.0921375090416	0.050711338301	0.0656011854162	0.0626392774965	0.13755783064	0.114399299533	0.0907251763504	0.15963181964	0.0993658092542
a37	0.0735278744772	0.0455368380694	0.0885890262072	0.0513635315203	0.0646800500054	0.0588207926988	0.13809166688	0.116809828444	0.0894943274501	0.16705820468	0.106027870851
a31	0.0695483407591	0.0418642708498	0.0782046058491	0.0472304612934	0.0624851178018	0.0573931232996	0.138956413627	0.118012458881	0.0877592260167	0.16909449436	0.12945149185
a18	0.0675789379197	0.0396400771299	0.0667583001764	0.0397394336645	0.0611467698673	0.0583312788999	0.139222552142	0.11382910676	0.0847513673389	0.183260017453	0.145742168683
a8	0.0611813463599	0.0380800714433	0.0584689914388	0.0342591304882	0.0612538249558	0.0659939679333	0.148489109181	0.125865245653	0.0923505669796	0.195044249151	0.119013502094
a31	0.0613542749733	0.0411176300144	0.0590986679263	0.0360508352961	0.0634293145186	0.0715680045444	0.158314024594	0.132328013218	0.0984718028599	0.170412819317	0.107854602765
a24	0.0630708487644	0.0414631571448	0.0597819481754	0.0358949773654	0.0658599719062	0.0719988085481	0.159570270598	0.132873233073	0.09797513802	0.154868724106	0.116642905788
a37	0.0605035589481	0.0418780219749	0.0547270422985	0.0320829424018	0.0682644041487	0.074308304716	0.167559944333	0.132433196358	0.0916635374733	0.171176984102	0.105402055929
a31	0.0634023813694	0.0440969255783	0.0582838233395	0.0376884036806	0.0729346897629	0.0738741004387	0.170382821578	0.126328916786	0.0795945269578	0.161549243634	0.111864163776
a30	0.0680737192498	0.0447035133661	0.0617061416998	0.0408406872935	0.0737838219676	0.0702658189462	0.163699801126	0.129507022262	0.0808674339859	0.144668894078	0.121883148192
a24	0.0654617601566	0.044927010582	0.0576236463733	0.0385961915645	0.0704888631025	0.0650809307821	0.160824173575	0.143209586754	0.091302335662	0.151283081959	0.111202433397
a46	0.0605538522922	0.0446113128073	0.0548394723911	0.0408928025882	0.0728385343675	0.0710854362607	0.153280270325	0.142844768118	0.0961065614207	0.154534419986	0.108412580332
a31	0.0625526709241	0.0509480621958	0.0663983254437	0.0543729038361	0.0752372788558	0.0783950060869	0.140678455575	0.133393078173	0.0928383061402	0.135973790929	0.109212128311
a8	0.0663129718414	0.0582384060653	0.0729105108012	0.065026190652	0.0751258790853	0.0766622369623	0.122012653725	0.125866562524	0.101845590247	0.122953855176	0.113045146237
a31	0.0689600860138	0.0643784984884	0.0773004324537	0.0707262587507	0.0770425312284	0.0770297598541	0.107989882175	0.115460673375	0.101294359616	0.119512739392	0.120304773212
a3	0.0707799560713	0.0692784210961	0.0780560558846	0.0759618033169	0.0768325280095	0.0758354680847	0.101834428325	0.112184245858	0.0978676636053	0.115320057264	0.126049363937
a39	0.0677095263304	0.066762641432	0.0690757238949	0.0762558135056	0.0774129404698	0.0756134714949	0.090621410175	0.112947212619	0.114513500268	0.122909030155	0.126178714246
a31	0.0695180690835	0.070649964744	0.0716373810983	0.0791357035952	0.0783998991166	0.0812566618316	0.085691828925	0.112155432473	0.109144960423	0.114814000385	0.127596095282
a28	0.0722541096278	0.0743149189813	0.0738126247461	0.0798818870651	0.0781923433989	0.0781730200772	0.0846721065083	0.111471032491	0.105313888541	0.112327614728	0.129586457427
a31	0.0742091152093	0.0764256623271	0.074582403762	0.0821220669684	0.0775929797996	0.0761094199591	0.0830625723028	0.109636489497	0.103087629247	0.112080413643	0.131091234009
a17	0.0738908608698	0.076633722109	0.0742498394673	0.0833733815628	0.0773402719999	0.0765366665197	0.0829500269676	0.110142686766	0.102564076416	0.112199415014	0.130119039203
</S>	0.0698058527349	0.0727772281545	0.0698113742536	0.0802060306814	0.0776791704	0.0734962047598	0.0819082298838	0.112803575283	0.112633595708	0.119939348507	0.128939376602
