 	è	che	è	entrato	da	qui	</S>
a31	0.1337340985	0.2225938787	0.1325268595	0.1156925705	0.1360662766	0.1291200077	0.13026630235
a7	0.121971869633	0.2592964853	0.151110336233	0.0897459011467	0.1325639222	0.125435549033	0.119875935483
a18	0.116254256144	0.2849931061	0.177668233411	0.0748662748956	0.115803408067	0.132264948511	0.0981497668943
a31	0.105362210581	0.269336174833	0.182305714004	0.0685642742719	0.117807030689	0.152105080937	0.104519502631
a46	0.096910135727	0.219198919478	0.188735275668	0.074004984464	0.127429574563	0.174279323779	0.11944178041
a31	0.100514781709	0.181396041826	0.163405734556	0.098087433288	0.134593112521	0.17290951726	0.149093388803
a39	0.104047804636	0.155936482875	0.157262165319	0.110547318296	0.138704591107	0.161830529087	0.171671116001
a28	0.113872508945	0.140922664825	0.15203021604	0.110818064499	0.141762549969	0.169062902362	0.171531093067
a31	0.121108643935	0.126240373768	0.124563252727	0.134004909566	0.13365580839	0.162849706787	0.197577297689
</S>	0.118760226997	0.115197139324	0.115897072234	0.153423227083	0.122908406795	0.146731207393	0.227082706844
