 	hai	già	mangiato	</S>
a31	0.294248506	0.270545187	0.236460494	0.1987458123
a37	0.334186222	0.27241179	0.220982332	0.172419652767
a31	0.349104787333	0.266136811667	0.223425488	0.161332907389
a46	0.322451135778	0.263133184156	0.245634909333	0.16878076513
a31	0.279771967259	0.257944421652	0.271424621778	0.190858982377
a39	0.24066634242	0.254452199217	0.291369230593	0.213512226792
a20	0.229565744807	0.243239217072	0.291339084198	0.235855951597
a31	0.235368991602	0.222937223024	0.270412872733	0.271280917866
a46	0.219433969201	0.205442494008	0.273244926911	0.301878616622
a31	0.2136142768	0.197235830803	0.270410491637	0.318739398207
a18	0.212747071067	0.196651454534	0.266431612546	0.324169864069
a24	0.193358786889	0.201909054245	0.272555507515	0.332176657356
a46	0.182233895896	0.204714661282	0.264433501172	0.348617936452
</S>	0.181610619148	0.205168612041	0.263284335586	0.349936414226
