 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
a8	0.0589205475	0.0498544847	0.1096718285	0.1199188615	0.1215157676	0.1126945961	0.1458330975	0.1518640416	0.129726782
a23	0.0537606168333	0.0420654227	0.120661928433	0.118643160833	0.137160854533	0.1260350127	0.151371093633	0.1461669852	0.104134922267
a31	0.0649584855444	0.0531377644333	0.140326638811	0.117837960678	0.140316015511	0.126467997233	0.140940512678	0.1325777132	0.0834368990223
a28	0.0856579827815	0.0800011128778	0.155322964937	0.121180818226	0.14142833157	0.118001202544	0.122515980159	0.112849183733	0.0630424258741
a20	0.0994363573938	0.0951179379593	0.169014298979	0.119453753275	0.132260829323	0.113273201315	0.10963769162	0.100319769244	0.0614861682247
a31	0.0978472001979	0.0846269030531	0.172961587326	0.120119381358	0.118999316574	0.101825604905	0.116459716507	0.107475003148	0.0796852870082
a8	0.0780479489993	0.059953782251	0.161918206109	0.119133642786	0.117608236058	0.092884978235	0.133474294502	0.128899168249	0.108079734603
a31	0.0766243124664	0.0461360685637	0.160688255703	0.114917118595	0.118582295819	0.0931574948117	0.140292347634	0.131647295283	0.117954807134
a20	0.0776122212888	0.0408257649279	0.164145965301	0.115743766198	0.12342704914	0.101021617804	0.136523023745	0.134317495028	0.106383099111
a31	0.0630428018296	0.0351577997426	0.1628657675	0.118131672733	0.129916646647	0.113882692201	0.125230160448	0.148029762409	0.103742689037
a36	0.0520203767899	0.0334231131409	0.151753198367	0.116368731911	0.130236618282	0.115829422467	0.125203536149	0.156704048536	0.118460941212
a24	0.0451539367433	0.0325094622203	0.141733058922	0.11479504737	0.129341834361	0.111421871756	0.13509476685	0.156939047179	0.133010957071
a37	0.0458186099878	0.0312746431934	0.141240123907	0.119786159257	0.13308619372	0.116230992319	0.13801948895	0.146187164393	0.128356605024
a27	0.0417823390359	0.0299079901645	0.130117915569	0.131703299486	0.137188995907	0.115050057906	0.146278424783	0.153940991931	0.114029966941
a8	0.0402284894053	0.0275200941082	0.121252603523	0.134132875162	0.137699612302	0.0996870916353	0.160897360261	0.166524102844	0.112057762114
a23	0.0452330990618	0.0252824023561	0.119089790174	0.134111753321	0.145695413767	0.0992246202118	0.166225103687	0.152051652281	0.113086159505
a31	0.0468344712873	0.0254960517787	0.130886874058	0.12972545644	0.141961408589	0.103286057471	0.147888522429	0.144080274027	0.129840865368
a37	0.0401128363624	0.0251078151929	0.142686979819	0.115238492347	0.12690801353	0.0938906834903	0.134959952143	0.174797529142	0.146297694789
a29	0.0323463103475	0.0234887019043	0.142817679273	0.105851761849	0.116692772977	0.0887582173634	0.142948391714	0.200311930114	0.146784240996
a31	0.0352362754092	0.0266647669881	0.150819217758	0.105449240216	0.114068540792	0.0876521455878	0.141214326105	0.190301629505	0.148593859765
a13	0.0404859306697	0.0320545651494	0.156449422386	0.106836841072	0.117245317197	0.0828867587293	0.136592881035	0.188931170035	0.138517124688
a31	0.0443628256899	0.0379749864165	0.148943787129	0.106672078557	0.118841731066	0.0811675823764	0.140444561678	0.181782219945	0.139810245029
a8	0.0534137299633	0.0480897337055	0.131137722643	0.104023790586	0.115518888555	0.0869625575921	0.143290335893	0.165539786248	0.152023463543
a31	0.0582607848544	0.0552015609352	0.115459186614	0.103339668662	0.112197911052	0.0943854907307	0.153884344231	0.161725963416	0.145545087381
a21	0.0637319110848	0.0645556294451	0.107982506671	0.105138783887	0.114444223817	0.0991606394436	0.153314186944	0.151830696739	0.139841402727
a31	0.0706950635616	0.072130323015	0.10038025309	0.105386343896	0.115890317672	0.103078663281	0.148228552515	0.14609312918	0.138117328376
a29	0.0749438288539	0.077327341805	0.0946020818967	0.105432429032	0.115523621491	0.104909895494	0.147503425505	0.145260883727	0.134496474059
a31	0.079799103818	0.0834069036683	0.0904752512989	0.104684686611	0.11571951983	0.106098233831	0.140995975568	0.143402836576	0.135417482353
a46	0.0804369260727	0.0853908005561	0.0883367397663	0.10240902767	0.11285942261	0.10942788521	0.139371210123	0.145277733792	0.136490265651
a31	0.0808820811576	0.088156529452	0.0870225189888	0.103174313023	0.111956881803	0.111034083337	0.134430991374	0.143372065797	0.139970546084
a49	0.0802896585192	0.0888159159507	0.0866084776629	0.103377363074	0.110582568668	0.110459059112	0.132851975125	0.143150757199	0.143864222028
a3	0.0751608373064	0.0847031352502	0.088634267021	0.100309903225	0.108065630956	0.109291961704	0.143721977042	0.153652148733	0.136460133343
a18	0.0720093825021	0.0801351662167	0.0919871167403	0.101540399275	0.115722703985	0.112249033235	0.147242206347	0.155039938911	0.124074056048
a31	0.0766439431007	0.0837349928056	0.0911128957801	0.103874208225	0.117945490728	0.110134680078	0.138419905049	0.148774156304	0.129359720949
a8	0.0793871857002	0.0870390092685	0.08680471666	0.102376820608	0.113765992376	0.108778857959	0.13735913435	0.150247007435	0.13424126225
</S>	0.0776731217501	0.0856429756342	0.08519699303	0.099024953404	0.112830326788	0.111849896379	0.141224422175	0.156212134718	0.130345169525
