 	ora	io	sto	studiando	di	diventare	medico	</S>
a31	0.1014321035	0.099018239	0.0941225242	0.1830111448	0.13245311	0.0982085854	0.1703716746	0.1213826029
a20	0.1169504075	0.116353176267	0.106759456133	0.204817240533	0.124601855267	0.071151685	0.166098738533	0.0932674208333
a31	0.1378325015	0.146608208022	0.123996014978	0.204823670844	0.121243309422	0.0547665238667	0.138257338378	0.0724724148111
a8	0.1372937161	0.142433450674	0.120195905726	0.205705334948	0.130253774874	0.0509757908889	0.134777555326	0.078364460337
a31	0.129913824833	0.125131675891	0.111053278375	0.212275860316	0.141869378558	0.0519070892296	0.149299247109	0.0785496372457
a37	0.126992912811	0.131401878297	0.100852236525	0.239656611439	0.148178291453	0.0454576128765	0.13313450417	0.0743259418152
a31	0.12588003527	0.132878554432	0.0888245356017	0.249190717813	0.149294847084	0.0409566998255	0.11285575319	0.100118841072
a39	0.12166340069	0.132684146277	0.0805978574939	0.246948675538	0.144323344628	0.0380511713818	0.11624643013	0.119484962124
a20	0.120499754097	0.138579751492	0.073788104098	0.243360404779	0.147724427943	0.0328940420939	0.123457208443	0.119696297941
a31	0.113177632766	0.135417625431	0.0669256350527	0.25438541426	0.153024658648	0.0320197697446	0.126462568814	0.118586684914
a39	0.103094788055	0.128135060677	0.0613579005042	0.269070782087	0.149035721149	0.0321661021682	0.124139302271	0.133000344905
a41	0.099262515285	0.125967446092	0.0554170025681	0.270404873362	0.15357863305	0.0300231754161	0.125142589357	0.140203777275
a31	0.0894135323617	0.116250194631	0.0501270253027	0.288193165787	0.158804274283	0.0298930964987	0.120038103452	0.147280614232
a23	0.0797109896539	0.104787293477	0.0467690769476	0.304316857262	0.162486025761	0.0332005081662	0.116388970684	0.152340278911
a31	0.0723162660846	0.0925894830923	0.0437185705759	0.318912226421	0.167527171187	0.0351682749221	0.117307506695	0.152460497724
a20	0.0702091020949	0.0842017449641	0.0434324154186	0.338648766474	0.167981933796	0.0339749901274	0.104355131432	0.157195911555
a31	0.068895420365	0.078090948188	0.0440654742395	0.331988289025	0.169496604265	0.0434111304291	0.101355283744	0.162696849045
a28	0.0655777629883	0.0724113677293	0.0461103058132	0.322017977542	0.169197336155	0.051441313243	0.110607643981	0.162636283448
a31	0.0658648139294	0.0704831729764	0.0500894266044	0.314928700314	0.164152434185	0.058646012481	0.111960495794	0.163874939083
a8	0.0658688411765	0.0696110645921	0.0540025566015	0.296674097905	0.155209059662	0.0734136183603	0.122886588665	0.162334193394
a24	0.0602784169255	0.0653650659974	0.0524848405338	0.297736994368	0.139434031354	0.0816200537201	0.143484825955	0.159595790831
a31	0.0613166762418	0.0655881823991	0.0577304936446	0.286235998923	0.130691554185	0.0853963763067	0.139189570785	0.17385114501
a3	0.0661046848406	0.0692610741997	0.0645511408149	0.259660860441	0.128438718062	0.0901191034356	0.143260018928	0.178604391537
a13	0.0622308392069	0.0657170137999	0.064541474205	0.230692027947	0.128675596687	0.109278702879	0.165940563376	0.172923776979
a35	0.059675618869	0.0632292844	0.064746795035	0.204463442449	0.136801212496	0.132453604693	0.169996327125	0.16863371606
a31	0.0694599491897	0.0707520104	0.073247708045	0.187242846883	0.133211543499	0.129885393298	0.152497039308	0.18370351482
a11	0.0770297871299	0.0767353824	0.0815043336817	0.154886759228	0.1216404001	0.129148670099	0.152208432703	0.206846238673
a31	0.08229055353	0.0807650918667	0.0845028753606	0.131649914476	0.118217643967	0.134274041033	0.150098202768	0.218201674891
a46	0.08591587353	0.0844211593556	0.0868688350535	0.119590438492	0.119343832656	0.142685272344	0.150684257189	0.21049032923
a8	0.07776377391	0.0784920885185	0.0829073177512	0.117296022631	0.125087998552	0.167281836115	0.163294646063	0.187876321743
a31	0.08163387097	0.0821733573062	0.0872121932504	0.113107240744	0.125402656317	0.160723810305	0.152616662354	0.197130216314
a39	0.0830334870633	0.0827133972021	0.0884725528435	0.106525656381	0.122306854772	0.150490676368	0.151765839518	0.214691541171
a31	0.0857704779611	0.0850698073007	0.0883417337745	0.10425376206	0.123944469191	0.148111185056	0.149002689239	0.21550586639
a29	0.087561659787	0.0868248227669	0.0891471741915	0.103329080087	0.126047790264	0.149134627285	0.147904314813	0.210050506397
a31	0.0884643989957	0.0879272219223	0.0899834466638	0.103310475362	0.127812084288	0.149979723428	0.145812076938	0.206710553132
a20	0.0881108913719	0.0879054827741	0.0913777384879	0.102212042454	0.125932438896	0.148468557476	0.149687409913	0.206305430044
a13	0.0800505836506	0.0801320279914	0.0856771675626	0.114850420818	0.137519528499	0.156713058492	0.158349912638	0.186707283081
a31	0.0853936783702	0.0845219059305	0.0870879927875	0.122516692206	0.142571407233	0.143135115831	0.147597239813	0.187175946427
a23	0.0865315520367	0.0852106018835	0.0875707613758	0.115424540202	0.132307174211	0.15460045161	0.143953910604	0.194401003142
</S>	0.0808792770883	0.0798243959018	0.0832729066579	0.114593808401	0.131440424806	0.178085064805	0.145132053902	0.186772074571
