 	sicuramente	stanno	ancora	svegli	</S>
a17	0.194374798	0.1775781456	0.213755381	0.228035405	0.186256265
a24	0.196004	0.202238386533	0.211609693667	0.222475122333	0.167672800333
a28	0.217391384	0.216628357111	0.192178946556	0.223689301778	0.150112018311
a37	0.223151954	0.195791975704	0.210466812852	0.234447753926	0.136141519904
a18	0.210208164667	0.184289936635	0.236114422951	0.226017594975	0.143369897235
a39	0.197479590222	0.180859403612	0.237695498317	0.223345820325	0.160619697745
a31	0.182288065741	0.185358426804	0.244920377439	0.213311888375	0.174121252648
a39	0.16390604558	0.192056095135	0.255585923146	0.211027355458	0.177424584749
a31	0.151550170793	0.189041080645	0.271827215715	0.219014861153	0.168566666583
a46	0.131860451031	0.177722032815	0.285512710572	0.238573805318	0.166330989594
a31	0.136286486177	0.163747409605	0.295757946191	0.247152317439	0.157055839331
a18	0.141998502126	0.159755779868	0.300736876064	0.246694370813	0.15081447771
a31	0.147356776109	0.156129599889	0.281801204688	0.261280619338	0.153431806703
a39	0.158761761503	0.151362010163	0.276682266896	0.257064172179	0.156129804434
a31	0.180019321968	0.150902497254	0.255450661632	0.254834502726	0.158793021211
a41	0.191319476323	0.147690851085	0.235359389877	0.259448722242	0.166181545737
a39	0.179653260774	0.151616822362	0.242740921292	0.255303375414	0.170685603646
a28	0.183525312591	0.162512275454	0.244875965764	0.249682344471	0.159404095349
a20	0.183834568864	0.172821973485	0.242518878588	0.248864126157	0.151960456183
a31	0.201427318288	0.175698456162	0.221757106196	0.254031817386	0.147085306728
a39	0.209876945429	0.175283892054	0.212548882065	0.245435578462	0.156854702243
a35	0.214297188476	0.180954188018	0.210058032022	0.223696943487	0.170993642414
a31	0.231424924825	0.174267319339	0.189932446674	0.215714653162	0.188660651805
a11	0.228999212942	0.165473395113	0.180811188225	0.209242694387	0.215473507268
a18	0.221140484981	0.170221061304	0.182801338742	0.207486581462	0.218350517756
a24	0.22171350566	0.170014719368	0.185754850247	0.213713592487	0.208803316585
a31	0.216778900153	0.161197226456	0.180237932749	0.211222413496	0.230563526862
a18	0.209389514984	0.156813753485	0.17282061025	0.199517367165	0.261458755621
a31	0.207981784595	0.154580718495	0.169124425417	0.201301806388	0.267011253207
a18	0.218785550732	0.148577278165	0.157815743272	0.193619118796	0.281202305069
a15	0.231930893844	0.147560353388	0.151553544291	0.179085790932	0.28986942569
a8	0.227508699615	0.152931444063	0.16063091583	0.203992242977	0.254936696563
a39	0.213929942738	0.152318463421	0.166421475277	0.228297517659	0.239032587521
a31	0.210163022646	0.14502475134	0.161636569092	0.219375099886	0.263800536507
</S>	0.212738363123	0.14304963227	0.158702349546	0.207581775943	0.277927861253
