 	non	li	aspettiamo	più	</S>
e	0.187760469877	0.286544483272	0.000272985755	0.149780636	0.37564143285
t	0.218570126626	0.402570334424	0.0420646749883	0.202143109333	0.13465176685
u	0.143998148875	0.534597718141	0.0624739573294	0.205250173578	0.05368002725
s	0.091368933625	0.485414642714	0.277281551443	0.124612648326	0.0213222667167
m	0.0767614285417	0.353338950905	0.461952227148	0.0976874133087	0.0102600166389
è	0.0813086795139	0.560468336968	0.275944332383	0.0742380249696	0.00804062461297
n	0.0397130471713	0.477059307656	0.127267050794	0.341226651657	0.0147339435377
u	0.0167439295571	0.217921721219	0.082970128598	0.472882100552	0.209482138513
m	0.0243568553524	0.151252230406	0.199495261199	0.353538390184	0.271357249838
e	0.0245473216175	0.111266305135	0.2417844314	0.379575550061	0.242826353613
p	0.0104166671725	0.0690060973783	0.1588627648	0.524663163354	0.237051258538
l	0.00575662969083	0.0431396521261	0.395026278267	0.467975867785	0.0881015097793
è	0.00298275473328	0.0275744880954	0.406727344256	0.485172502595	0.0775428761931
o	0.00100996569809	0.0097228948518	0.135825420455	0.738492757532	0.114948958731
</S>	0.000514049025045	0.0055351980759	0.0679803415325	0.805750863766	0.120219544366
