 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.497311192038	0.000153800147	6.4096234e-06	0.002323674065	0.00048888797	0.0412954766975	0.458420555379
n	0.549572817346	0.011088766239	0.0026913030752	0.00865196912167	0.239841305823	0.0238417353642	0.164312131379
a	0.563779759115	0.018675297413	0.00388272359173	0.00972409934056	0.319579056051	0.0180305718754	0.0663285100297
v	0.522257482038	0.0118332108043	0.00464278309724	0.129823083414	0.303135672794	0.00614064577913	0.0221670799226
o	0.509560599679	0.00621123353477	0.00507360349908	0.170594484405	0.298565586465	0.00219713654971	0.00779731108353
r	0.50462962056	0.00554571844492	0.00878725796636	0.0955905514017	0.370996727688	0.00964334140657	0.00480675546118
à	0.458817330853	0.00554847248164	0.0102527518221	0.105811360467	0.403755262229	0.0121989512889	0.00361580477373
s	0.441370204618	0.00308137712721	0.00681479077403	0.0977832601557	0.431264183743	0.018067406583	0.00161869862791
o	0.347066649206	0.0108571013424	0.00799128759134	0.136944790052	0.462330699248	0.0227671555277	0.012042279626
o	0.314484956235	0.0131445471043	0.00570093137711	0.130321140017	0.498575737749	0.0191109918426	0.018661651542
s	0.115928940245	0.00646025935827	0.00796795797237	0.075803303339	0.612580322583	0.168715122614	0.0125440381807
s	0.0532015330817	0.0582356854528	0.0497866219908	0.25867428778	0.358740327528	0.213884351205	0.00747717196023
o	0.0445241590272	0.0744466956509	0.0581417980636	0.298398839927	0.163499830843	0.097796550735	0.26319213822
m	0.341138019676	0.0268041147836	0.0208494984212	0.107018410976	0.0841608206143	0.070851742245	0.34917738184
ì	0.448877903225	0.0098947823547	0.00794763058333	0.0403779053253	0.164806405538	0.141786182748	0.186309179713
k	0.230629297742	0.0046758174784	0.00457683063738	0.0209283447751	0.210426185179	0.392215147583	0.136548396571
a	0.128612106214	0.00293661841413	0.00345323033246	0.0131309154584	0.19192625506	0.499158125861	0.16078276219
m	0.0513459883713	0.00153198412604	0.00188958889749	0.0082774073528	0.175956171687	0.592721575287	0.168277293897
è	0.0315121347904	0.00106276477776	0.00136766117963	0.00839971445093	0.188198267229	0.691252448429	0.0782070234657
r	0.0178377362635	0.000468799421663	0.000721319073677	0.00611548668364	0.184718692076	0.742838036143	0.0472999468219
i	0.00643315654117	0.000270758779144	0.000505469116206	0.00305786532988	0.0756324510253	0.636473548714	0.277626775607
</S>	0.00325126195059	0.000135415607457	0.000252778495573	0.00157001251794	0.0466103015126	0.422770699357	0.525409562804
