 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.0006841484095	0.0783697700577	0.390311588468	0.02954915446	0.001193704945	0.0008960647935	0.0235213340982	0.475474130427
ì	0.000930274653167	0.117321908353	0.672973552823	0.0404559121533	0.001665425215	0.000309355947833	0.00784072872589	0.158502765005
n	0.000606690521056	0.107374021118	0.733934840941	0.0935477227178	0.00873417457167	0.000331881023611	0.00261513606525	0.0528554661153
i	0.000341872633685	0.0918340350393	0.756711013647	0.121238740906	0.0110165969239	0.00034551572287	0.000873307703597	0.0176388646251
e	0.000208473234895	0.134543923013	0.740904187882	0.104085470302	0.013929646708	0.000145186145957	0.000291330357729	0.0058917707857
n	0.0013221752953	0.169862634338	0.605275622627	0.170647020101	0.0386716675693	0.00994124642532	0.00178044875619	0.0024992069549
è	0.00294355993177	0.168786668113	0.505656850876	0.232828460034	0.0724616058564	0.0136560361418	0.0022807534314	0.0013860600663
r	0.00317962667726	0.165737512704	0.464318266959	0.207095870011	0.108956358619	0.0461172437139	0.0039554909898	0.000639625793433
k	0.254245597692	0.138975704235	0.30474803032	0.125967444004	0.0989872362063	0.0708672779046	0.00578574542993	0.000422988924478
o	0.337014500551	0.0923446624117	0.340444668107	0.134756358668	0.0533095857354	0.0384166642682	0.00321588974331	0.000497702611493
t	0.112711816537	0.0635180551372	0.528279369369	0.167381449556	0.0470120089118	0.0480539830561	0.0297961254144	0.0032472143705
t	0.158746840546	0.0685032697124	0.359614129123	0.116071631852	0.104282836304	0.146787741019	0.0420978231381	0.00389573319017
e	0.173757266693	0.0498245382375	0.334509102374	0.160096082617	0.116141098768	0.14576238324	0.0175534323827	0.00235608666339
e	0.057941916054	0.0355464807458	0.421372290791	0.225659010872	0.196350549589	0.0520076447467	0.0068995266309	0.00422258195446
t	0.0200686529297	0.0382182145819	0.262192400264	0.160500036957	0.228578730863	0.0914532556822	0.191545029377	0.00744367168482
u	0.00748532028323	0.0334057748606	0.196828913421	0.192815748986	0.190862841288	0.114486039894	0.253503979926	0.0106113540616
s	0.00269228227774	0.0288950482869	0.23148060114	0.211825276329	0.173747986096	0.102094654631	0.237145863442	0.0121182736872
m	0.0120542392359	0.0264503480956	0.159261759713	0.10011229111	0.121223474365	0.315193131544	0.257529864481	0.00817488549907
è	0.0150386729653	0.0169841530985	0.078708832571	0.07578829937	0.170452714788	0.343421039515	0.127448561494	0.17215774277
n	0.00502496366397	0.0078325891995	0.0862325575237	0.0747250121233	0.155838558263	0.169204555505	0.271512360498	0.229629443257
o	0.00168000888052	0.00475662219983	0.102193102508	0.0918170497078	0.108082306088	0.107894276835	0.312346130166	0.271230520086
m	0.000997454630507	0.0161214067666	0.191780214169	0.111502559903	0.0905072973627	0.086186893945	0.219412510055	0.283491640862
e	0.000767351590569	0.0195980389889	0.197802314723	0.088347461301	0.100739874454	0.0913967346483	0.211108830018	0.290239401121
t	0.000360940583923	0.012204360063	0.141362384908	0.0701710074337	0.104490658151	0.0967152515494	0.281130850006	0.293564590374
r	0.000827537267974	0.00980485155433	0.111183833803	0.0427837268112	0.0647871803837	0.18596674385	0.484138986669	0.100507169568
ò	0.000879266155675	0.00387040029411	0.038306170801	0.0165966947037	0.0382883352946	0.16770094395	0.37615822589	0.358199959299
m	0.000387685801575	0.00866769267404	0.0793221376337	0.0226389466679	0.0192023502649	0.0795238393167	0.34271131563	0.447546040933
e	0.000223635318075	0.010306763868	0.0932900425446	0.0253587741226	0.0176693244216	0.0530515537722	0.34431590521	0.455784001478
</S>	0.000111905310363	0.005238250399	0.0482503212723	0.0148869629113	0.0188655772108	0.0313293448861	0.199158252605	0.682159350739
