 	dei	genitori	</S>
à	0.49757991209	0.004679299	0.497740807443
t	0.51939556403	0.303379145333	0.177225330776
t	0.198810779343	0.730696148444	0.0704931175253
u	0.084643268781	0.867975882815	0.0473808764418
s	0.051108433927	0.909076427605	0.0398151466139
g	0.025445207209	0.960569109202	0.0139857187046
e	0.015485677303	0.747763916401	0.236750454935
n	0.0125175272677	0.675814852134	0.311667620745
i	0.00656543558923	0.618261150711	0.375173409348
t	0.00706126952974	0.591309516904	0.401629210783
ò	0.00862953817658	0.795840038968	0.195530377928
r	0.0328186007255	0.830736346323	0.136445010976
u	0.0375484862335	0.575789212774	0.386662288659
</S>	0.0188043521043	0.300130252387	0.681065394329
