 	non	aveva	cosa	a	fare	</S>
e	0.341155551585	0.133794605317	0.0155854890385	0.00755620218	0.04380213935	0.45810595705
n	0.349913304862	0.343462401772	0.100840218346	0.03468554306	0.01804541525	0.15305308965
ì	0.148884292621	0.440014157257	0.259562206115	0.08851886102	0.01167418065	0.05134629993
c	0.0802052808737	0.330326365752	0.424053548705	0.12735592034	0.0208068348833	0.0172520523047
h	0.0410748326246	0.292984198584	0.526975949568	0.10888527478	0.0220906559611	0.00798909721623
e	0.0214713831415	0.277427712861	0.628025683189	0.0575564335933	0.0101781583204	0.00534060913874
t	0.0127961489805	0.238313310954	0.514162444396	0.183186678531	0.0488562714401	0.00268513284625
i	0.0127465469935	0.281959666985	0.366445564799	0.258946782844	0.0696152181467	0.0102862132488
k	0.0146072826645	0.290298085662	0.3060201716	0.256437627615	0.117936900382	0.0146999144163
à	0.0120950358882	0.178183201887	0.149945550533	0.276174742538	0.333364540127	0.0502369171388
m	0.0117558172961	0.194236453962	0.149418500178	0.215342154179	0.366551260042	0.0626958007129
i	0.0114528610454	0.195185815987	0.135096597393	0.153700735726	0.278884500014	0.225679488571
</S>	0.0058051014427	0.100713414993	0.0731743846965	0.100873699363	0.303801150007	0.415632264286
