 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
o	5.0268639e-05	0.403942821643	0.09574925667	0.006391933299	0.00655996682	0.00518676337	0.011543980355	0.00403230696	0.005334445744	0.00714799344	0.025812177283	0.428248108835
m	0.003367611543	0.658182103881	0.147885122223	0.0212541309657	0.00433157138667	0.00189910873667	0.00533898592167	0.00180090366	0.00209039647733	0.00246644892	0.00863304255632	0.142750608725
a	0.004992843981	0.746679731294	0.159954257408	0.0269123568552	0.00385933406222	0.000904447445557	0.00326363085706	0.00105196054	0.00100671687478	0.000883298869267	0.00290666738748	0.047584781747
r	0.00225219515367	0.561318267098	0.302883979136	0.0684643144851	0.0280160533874	0.00137560858185	0.00772312093552	0.0066670848	0.00350562860726	0.000803230705689	0.0010329996712	0.0159575426513
ì	0.000816408652557	0.439533995699	0.411699253045	0.0817288932684	0.0360447618625	0.00145557343928	0.00921517090017	0.00855683437667	0.00434579458709	0.000779424250896	0.000408727637733	0.00541516134831
o	0.000299153620656	0.3785558399	0.570693897682	0.0273693786785	0.0126833319208	0.00051312020606	0.00309023770406	0.00305221936889	0.0015097075937	0.000291465652632	0.000136566841864	0.00180511585402
t	0.000252306208689	0.201657054633	0.580186742561	0.182869965375	0.0123898432069	0.00405480381632	0.00959200971702	0.00523508792296	0.00190500094457	0.000531315737544	0.000710872775908	0.00061507377605
è	0.00024386384623	0.273765328211	0.446631824187	0.235420726658	0.0162523084023	0.00544845675877	0.0118647609323	0.00643945950765	0.00218988296152	0.000618967295848	0.000905824493636	0.00021867359505
l	0.000227468462077	0.278312859404	0.415866364729	0.223972163753	0.0197142724674	0.00735069940626	0.0234308573374	0.0135638057025	0.00591394623384	0.00366536701528	0.00780151406621	0.00018073495005
i	0.000357529884026	0.199690126468	0.390265698243	0.239390699251	0.0608282418225	0.0171503561354	0.0281567960458	0.0341509625675	0.0147994404113	0.00491467803843	0.0101119507134	0.000183579781017
f	0.000306988564675	0.149653572156	0.329028046081	0.25451891775	0.106774380607	0.0214561810451	0.0385915942819	0.0495614208558	0.0294675118038	0.00552664371281	0.0139889685958	0.00112579024467
