 	non	ho	cosa	è	da	mangiare	</S>
e	0.297053840131	0.152331906603	0.0379459737475	0.012296817598	0.00065007	0.037883785735	0.461837619024
n	0.305866677377	0.227577375534	0.116439945916	0.161225253533	0.0219439539333	0.012977283935	0.153969503261
è	0.128031756459	0.242457831845	0.247438258639	0.295356391178	0.0306435124444	0.004725388025	0.051346873882
c	0.0633755468197	0.203494367282	0.291057669546	0.357413807059	0.0566209752815	0.0109136015217	0.017124045849
h	0.0342562936066	0.180070592427	0.364854353182	0.33607604902	0.0655135930938	0.0130700277872	0.006159102213
o	0.0220529742689	0.176236324142	0.497182274394	0.260292903007	0.0366642000313	0.0049841818424	0.00258717333767
t	0.0133772084896	0.123514228047	0.401671128131	0.308212091002	0.0842782776771	0.0671874495808	0.00175965977922
i	0.0123873708299	0.113840029349	0.281755779377	0.361863930334	0.136219022559	0.0917002761936	0.00223364529307
è	0.0076616808433	0.0911291041163	0.227213893126	0.505864566778	0.11289198252	0.0531776967312	0.00206112099769
n	0.00464541484777	0.0480728433721	0.123696964375	0.465699182259	0.103523109173	0.251486377244	0.00287615139923
a	0.00312541064926	0.0308446337907	0.070752758125	0.34615481742	0.196456259724	0.341508549081	0.0111576166664
f	0.00188650458309	0.0258203362636	0.067419174375	0.326026825807	0.239146593241	0.320453173027	0.0192474398888
à	0.00130707153943	0.0173429957879	0.052011429225	0.232774188602	0.182471887747	0.494781691009	0.0193107752963
o	0.000442100177543	0.0066660376293	0.0294756168417	0.254994776201	0.131383415916	0.499846877003	0.0771911787654
</S>	0.000227664567772	0.00421601181465	0.0292801049209	0.3077649381	0.105736247958	0.416827008502	0.135947999383
