 	lo	sentii	che	arrivò	</S>
t	0.001988154659	0.030275984421	0.00699690115	0.459249029	0.50148992765
o	0.00643296961967	0.327272673807	0.0167014177167	0.480596748	0.168996183583
n	0.00741298770656	0.506728771269	0.145913993906	0.282981194333	0.0569630508943
ì	0.00416713353552	0.497807440423	0.203118717969	0.275264738111	0.0196419682181
k	0.00493201314517	0.426367120141	0.221833159323	0.335292582704	0.0115751098927
u	0.0293066218817	0.40251976338	0.270466466441	0.287266852901	0.0104402814309
s	0.0373583872939	0.39537307446	0.42749803548	0.133472772967	0.0062977463103
a	0.0318556607646	0.296947568153	0.550400121827	0.104396442656	0.0164002454701
k	0.0392645185882	0.274795506051	0.548094427276	0.116299925885	0.0215456268234
a	0.0323209911961	0.175274976684	0.586939109092	0.148119558628	0.0573453246078
ì	0.018186584826	0.098953454728	0.378947842364	0.436790926209	0.0671211734359
r	0.0104938797027	0.057459466076	0.319367210121	0.585786858736	0.0268925640453
t	0.0951680385676	0.0816313820253	0.499774483374	0.310599115845	0.0128269173218
e	0.118986216368	0.0657719243084	0.374420315291	0.195169834882	0.245651670747
</S>	0.0595037834515	0.0329975676042	0.188349988896	0.234356967441	0.484791685373
