 	forse	non	li	ha	a	casa	</S>
f	0.450305956292	0.0411725506875	0.00358135241	0.003553377285	0.00110199908	0.0184124103	0.481872414305
ò	0.773616918764	0.0472880455625	0.00410621547	0.00683569176167	0.000822394288667	0.00668731438667	0.160643474014
r	0.583160400455	0.0460186938542	0.05677682929	0.212946665921	0.0272235941249	0.0197198662156	0.0541539614465
s	0.392731727685	0.0549068619514	0.186889323097	0.282137485807	0.040567524375	0.0240995642985	0.0186675365722
i	0.360107333895	0.183428437984	0.228764891032	0.191131345769	0.019409882125	0.0105208688595	0.00663722148073
e	0.221829795965	0.328030539328	0.160099250344	0.270555191923	0.010364495375	0.00646743081983	0.00265326178691
t	0.148120744988	0.240425036443	0.136939453448	0.236551263974	0.191884874125	0.0440774372733	0.00200118185564
u	0.097735597996	0.183108078814	0.261101717816	0.145026651325	0.254844983375	0.0564003520911	0.00178261846188
s	0.079182530832	0.164865868605	0.301969785939	0.122710192108	0.271214773125	0.0574668020304	0.00259005963063
è	0.0450243351107	0.0832419152017	0.21308540198	0.293274999036	0.298533736375	0.0638156673435	0.00302393986688
c	0.0339954493702	0.0488642524006	0.14043797566	0.449434759679	0.226960297458	0.0990155457812	0.00129172627896
h	0.0187002024567	0.0291471678002	0.230807963553	0.33262046656	0.283318379153	0.10486659866	0.00053924845632
i	0.0105626493522	0.0316094856001	0.256070289851	0.203973408853	0.205978337051	0.180522622953	0.111283203649
è	0.0195716549841	0.0298429552	0.091728900517	0.179546479618	0.082398830017	0.437921417651	0.158989727216
s	0.0222514601947	0.0155180374	0.040547128739	0.134708265873	0.166368590339	0.553302105884	0.0673043764053
s	0.00920363369823	0.0105013188	0.0608067695797	0.0727167426243	0.455815510113	0.364692746628	0.0262632721351
u	0.00455415974941	0.00737016226667	0.0604924008599	0.0455951622081	0.425179770371	0.270195813543	0.186612516045
</S>	0.0024907524997	0.00581769413334	0.0320984919299	0.0339549661041	0.216322065685	0.349730136771	0.359585858022
