 	hai	già	mangiato	</S>
ì	0.13267565197	0.366390513216	0.0286416263	0.4722922577
s	0.176549327323	0.580272521072	0.0566098173	0.1865683577
e	0.163404109108	0.675782273691	0.0669971707667	0.0938164342333
g	0.118745438703	0.64233101123	0.204753191922	0.0341703381978
i	0.0896593085677	0.64219631041	0.249722003574	0.0184223578526
à	0.0811209188559	0.811461090137	0.092535611458	0.0148823638509
f	0.0365955276186	0.617667940046	0.336790174486	0.00894636071697
a	0.0180839719729	0.275899721682	0.571232158162	0.134784171772
m	0.0107820427576	0.144815146561	0.668987439387	0.175415388091
è	0.00733122936253	0.085877453187	0.734094633129	0.17269668353
n	0.00269043776418	0.066325509729	0.73405142771	0.196932636177
a	0.00107545705276	0.0344798468097	0.542601307737	0.421843410392
</S>	0.00053874392343	0.0174902957549	0.275602876618	0.706368090196
