 	non	mi	aspetti	che	non	vengo	</S>
m	0.038724967256	0.273980487027	0.155420491816	0.01470040499	0.01271126048	0.02510371175	0.47935869665
ì	0.117249322419	0.298858515676	0.363035957272	0.03549483733	0.01396268816	0.0109108411353	0.16048785677
m	0.119815495473	0.154792140225	0.533978372424	0.08285013811	0.0425486120533	0.0103781067638	0.0556371425433
e	0.044463032691	0.0879826897417	0.681652157475	0.0999708247033	0.0547764723511	0.0102443490613	0.0209105022811
m	0.0212261097637	0.0960158679139	0.682637195825	0.100460640234	0.0615150957837	0.0264796984938	0.011665410027
ì	0.0149189825879	0.0965305273046	0.652531188608	0.129609270078	0.0659762135946	0.0318795694946	0.00855420647567
n	0.0087689571493	0.0417128214349	0.615706686203	0.162028753359	0.135833046198	0.0314346164949	0.00451509629189
e	0.00363518423643	0.0226775468116	0.574553918734	0.17331896112	0.186258618733	0.031787345665	0.0077684510973
k	0.00499929697881	0.0670410976039	0.564292512911	0.152517803707	0.138505692911	0.0614684153883	0.0111751503658
a	0.00525070802627	0.080503068868	0.53784843097	0.157778124569	0.130672854304	0.0720483986961	0.0158983301219
e	0.00335378814209	0.0499832292893	0.620220243657	0.15939642819	0.119541549768	0.027495965232	0.020008755374
n	0.00248124842736	0.0463004590964	0.468187486219	0.115360497063	0.143148864923	0.203357657177	0.021163795458
è	0.00106829699945	0.0238614718921	0.28990247374	0.173742573354	0.229019488308	0.263476695059	0.0189290178193
r	0.000662216043483	0.036901614824	0.297708847913	0.219458807785	0.255836342769	0.176898407686	0.0125337895064
k	0.00261961958116	0.0455421509413	0.247641252638	0.282617422595	0.261108574256	0.153616975895	0.0068539853188
u	0.00297942812839	0.0196000730921	0.131033258546	0.260384644865	0.208031744752	0.0804966986317	0.29747411469
m	0.00413959187746	0.0195041384757	0.218232297182	0.139526632288	0.136389368251	0.0863231162106	0.395884855897
e	0.00452728995549	0.0194743986519	0.246382818727	0.0999165977627	0.116910026084	0.108950390404	0.403838486299
</S>	0.00227372947224	0.00979938906595	0.127539503863	0.0542868443814	0.083395498042	0.115447747702	0.607257293149
