 	non	deve	magniare	la	sera	</S>
e	0.358625740814	0.084490603815	0.0507606257035	0.00518748408	0.01709143675	0.483844127776
n	0.364004536938	0.115787887938	0.316395071901	0.03579180086	0.00671663497333	0.161304076312
è	0.141487498979	0.103193645979	0.643293673967	0.05494957862	0.00329142998111	0.053784181685
n	0.0632056225597	0.101229385326	0.689042807989	0.10666533454	0.0218620610937	0.017994786774
a	0.0267556310866	0.075352908442	0.741650802663	0.122761231513	0.0274057353579	0.006073675267
f	0.0194468133622	0.0713341561473	0.704181127554	0.143315733838	0.0594164601126	0.00230571762133
à	0.0133950185207	0.0671713020491	0.691623035851	0.154343374613	0.0723488662375	0.00111846641711
i	0.00530434233023	0.056434492683	0.81578571195	0.0893590782043	0.0325656249458	0.000550796325703
t	0.00470687253341	0.0739320362277	0.581918972317	0.0950677727348	0.243712301649	0.000662049541901
o	0.00479026931114	0.0542014574092	0.481688392439	0.133683097578	0.322148288216	0.00348853961397
v	0.00193683726805	0.0296631078031	0.60030304748	0.136964739193	0.226638250405	0.00449408160466
r	0.00145842445368	0.0212373409344	0.388975095493	0.091614310731	0.493377916802	0.00333694060155
à	0.00134081485789	0.0117525669781	0.190744584831	0.0596015412437	0.536278172267	0.200282305867
i	0.000504621303563	0.00804963882603	0.149514958277	0.0408423860812	0.469955367422	0.331133008622
</S>	0.000254123618182	0.00773290166301	0.115983589139	0.0274296415406	0.583139648711	0.265460089311
