 	il	dito	si	gonfiò	</S>
o	3.59060338e-05	0.00048019516375	0.000924877703	0.494667524938	0.503891492
d	3.67415701e-05	0.00047906788415	0.001782423201	0.827097228313	0.170604548072
à	1.38333513667e-05	0.00016062166085	0.00171948273367	0.941123929438	0.056982187336
t	0.00256836678629	0.00359236631018	0.173128179078	0.801511216479	0.0191999355853
t	0.00720836672876	0.306316209437	0.257957607693	0.422003078871	0.00651471139243
i	0.00619212452442	0.403694859502	0.119897906564	0.465219359669	0.00499565742814
l	0.00263568272297	0.137681180857	0.311057124855	0.54332166989	0.00530429397605
o	0.00161571156099	0.0498174988523	0.489986241618	0.427393759963	0.0311867941587
è	0.000704495622675	0.01742261056	0.284549681473	0.658152689988	0.0391705348296
p	0.000471740489904	0.00685465282922	0.228766114758	0.749787229996	0.0141202578865
r	0.00154514549663	0.142616979876	0.402390824919	0.447539445342	0.00590760901217
i	0.00166661041374	0.18683092564	0.33189735864	0.239963707124	0.239641393221
m	0.00109860685278	0.0664288195613	0.37437001988	0.236517175708	0.321585349074
m	0.00359268285093	0.10323613852	0.63622493996	0.145362937236	0.111583252449
è	0.00388155084486	0.111360431962	0.46572003052	0.0796069777453	0.339430955574
n	0.00129534407351	0.037211866009	0.237570840707	0.307160395915	0.416761516625
o	0.000433270154714	0.0124956707262	0.161390374002	0.364765588638	0.460915083642
</S>	0.000216639426673	0.00624798409794	0.081154832651	0.201055404319	0.711325141821
