 	è	che	stanno	ancora	svegli	</S>
è	0.138565768088	0.346098000805	0.0147225707965	0.00078497475	0.019736901522	0.48009179798
n	0.151372966029	0.487736786935	0.0954605535988	0.06060656085	0.0199276088553	0.184895506314
a	0.092748715343	0.405613438978	0.307859344533	0.0872747162833	0.0199936996401	0.086510046658
s	0.063253535781	0.282658976326	0.432620014844	0.178932594761	0.013043983235	0.029490918906
t	0.056420315927	0.387264178775	0.331514494948	0.203566472387	0.010760168255	0.010474382041
a	0.0628774586423	0.433043716258	0.411296921649	0.0854196682623	0.00370756322167	0.003654628076
t	0.0357736682141	0.217152126419	0.460889013883	0.233848996087	0.0496693360339	0.00266681131533
ù	0.0170486700714	0.096141117473	0.547509827961	0.272214331029	0.0649062924346	0.00217969167778
n	0.00766304421047	0.0461228948243	0.529752705987	0.17863883601	0.234474694568	0.00334775163193
e	0.00367701845682	0.0302329029414	0.455179228662	0.215123852003	0.291355755256	0.00443119537731
a	0.00305198968561	0.0354466586471	0.543769276221	0.317524740668	0.0976062415253	0.00260105149244
n	0.00204674105187	0.0327997468824	0.335565468074	0.298311189556	0.317931056548	0.0133457883641
k	0.0109541315073	0.0980331019608	0.293377802025	0.185555095852	0.395528283516	0.016551575998
ò	0.0138629905691	0.11637415542	0.535079290675	0.187608298617	0.138172085339	0.00890312020933
r	0.00632315925637	0.0477350665733	0.541451386892	0.293367352872	0.10424271128	0.00688025043644
a	0.00393351317212	0.0257301857244	0.418106762297	0.434142584291	0.0980465504267	0.0200403478455
a	0.00172276094404	0.0112756600081	0.354254860766	0.559485014764	0.0420613899422	0.0312002782818
t	0.000981128638013	0.00676258423603	0.197952678255	0.458004621588	0.301142559781	0.0351564060939
s	0.002367928736	0.0171646210787	0.142321227418	0.331275023863	0.477028109927	0.0298430654646
ù	0.00254118106067	0.0185806606562	0.203636155806	0.384381704621	0.286820626642	0.104039671922
n	0.000868417497557	0.00638773058207	0.156593289369	0.252827225874	0.452270422214	0.131052922307
n	0.000556173681186	0.00461069859402	0.0705896405563	0.167166249625	0.702569594071	0.054507655769
i	0.000446512265829	0.00387992695867	0.0441731648521	0.148832619875	0.48045231269	0.322215461923
t	0.000882078607376	0.00324048174689	0.0608798929507	0.170782743292	0.359758398897	0.404456400274
i	0.00102682966733	0.00302272577996	0.0660381933169	0.203485861097	0.345053176299	0.381373226391
</S>	0.000514569030965	0.00151691518648	0.0383036901585	0.167002410549	0.233385453149	0.559276963196
