 	le	buone	canzoni	si	scrivono	alla	notte	</S>
t	0.003987482235	0.410549876314	0.0491234854865	0.0341023233985	0.001730255575	0.00732900905	0.00456774135	0.488609838615
a	0.00404370062167	0.735154682105	0.0562948754955	0.0355542621328	0.0005951893007	0.00291040055267	0.00254148962	0.16290541929
k	0.00147376531056	0.749667760702	0.0434527794985	0.146830973711	0.000202883439933	0.00209906135356	0.00194281801	0.0543299557626
à	0.00055653473502	0.740435903567	0.0531997238328	0.184025024137	7.24154018777e-05	0.00182686181019	0.00174547853	0.0181380604403
j	0.00128113571651	0.596136779522	0.102436334611	0.102173895946	0.0243209425085	0.146364948296	0.0169963905033	0.0102896006748
o	0.00389844163884	0.482569588174	0.16573659487	0.0902975603153	0.0325492367795	0.194851347649	0.0223967507344	0.0077004852236
t	0.0157582562129	0.447676239391	0.19261039829	0.106593523438	0.0472560535365	0.165593770766	0.0193423864781	0.00516934340653
r	0.347146538738	0.191097569964	0.13361667071	0.0950799893727	0.0552157548455	0.15554623433	0.0179963468889	0.00430091802384
a	0.445656082793	0.254045486821	0.13395079485	0.0813895580176	0.0217245513918	0.0534619458517	0.0082033286258	0.00156827798295
v	0.148893681558	0.322331195607	0.211854888283	0.157865159339	0.00866628277393	0.116065062284	0.0334973994753	0.000826321524317
ù	0.050232489766	0.311404291869	0.245607152761	0.190153393113	0.00442432490798	0.140795207095	0.0564443441584	0.000938811151439
d	0.0172545253887	0.35256852729	0.255641454254	0.177786561038	0.00241891301933	0.116692285365	0.0767749910528	0.000862773103813
i	0.0120875374296	0.372639009097	0.226252754751	0.191340837013	0.00165904930644	0.110885810455	0.0835461023509	0.00158891968794
a	0.0102412707474	0.391965769699	0.191081551584	0.308449512338	0.00070175238948	0.045339464085	0.050305294117	0.00191537326931
i	0.00341611456267	0.3118844199	0.152116377195	0.482449157446	0.000308399110493	0.0178279358617	0.030891280039	0.00110628982977
g	0.00154332573022	0.189774455967	0.101319344732	0.399670729149	0.00186488799683	0.218814584521	0.0856509553463	0.00136169784326
r	0.12707196141	0.105624611322	0.0679275205773	0.268793589716	0.0112290445656	0.302394611507	0.114039125782	0.00291950168109
à	0.168533350433	0.069176486174	0.0439806073591	0.201459374572	0.0126755115932	0.143066052169	0.331949799261	0.0291587905604
f	0.0562232289477	0.0272726861247	0.0286789242864	0.0825904241907	0.00944217693573	0.313636515723	0.44350392642	0.0386520945201
u	0.0188411915559	0.0126631150416	0.0234229838955	0.0522246537302	0.00870225947858	0.427519488574	0.362926795473	0.0936994725067
t	0.00644312597863	0.00687330301387	0.0134536764318	0.0395992425767	0.00857018232619	0.479986279525	0.332610868491	0.112463303169
t	0.00877141038621	0.00528219550462	0.0107064264773	0.0219254714256	0.301833368442	0.444195586508	0.16680832863	0.0404772338597
e	0.00946712845374	0.00262162388487	0.0048269723491	0.0145155347085	0.394311793814	0.201763405503	0.177840035343	0.194653521757
a	0.00316309730281	0.0154070335116	0.00704450897303	0.0714481355695	0.131770484405	0.110746068501	0.368391925114	0.292028723919
t	0.00120268008084	0.0198226920139	0.00880675225768	0.0865154373232	0.064220636935	0.328799552834	0.339897990038	0.150734229306
s	0.00496159651361	0.00735166144797	0.00515593375256	0.0326783772411	0.284327562312	0.457120337611	0.150218973679	0.0581855735353
è	0.00606768039124	0.00293620826099	0.00279813232619	0.0134405692804	0.337709528278	0.238154433537	0.178109779893	0.220783700278
n	0.00202669044145	0.001551020032	0.00255001255073	0.00861926629347	0.1155099806	0.355645825512	0.237216209964	0.276881025359
ì	0.000679288090043	0.001091966873	0.00246778259758	0.00700009713116	0.041442755494	0.392022745171	0.275656533321	0.27963885372
t	0.000260782700241	0.000761341953333	0.00211560027986	0.00427331874372	0.0198020551253	0.410125231724	0.274233187774	0.288428452907
t	0.00412327138508	0.00116751868444	0.00291760685995	0.00533789238124	0.246520856708	0.485895067241	0.146878683591	0.107159057502
a	0.00537675293013	0.000913199836347	0.00189584962675	0.00394237929575	0.316114190892	0.24469797008	0.0735129868637	0.353546664034
</S>	0.00268874216771	0.000457323630473	0.000948871323525	0.00202607870088	0.15806075343	0.12660239154	0.0567305054319	0.652485362017
