 	la	donna	pulisce	la	casa	l	uomo	no	</S>
e	0.0216279314575	0.470151220475	0.00517652172	0.00340636929	0.00051069327	0.000413463882	0.0246501927662	0.204079269504	0.269984342737
j	0.215082641819	0.524126586825	0.0534597669067	0.0214258610967	0.0164353154533	0.00119755754867	0.0086567626995	0.0695821818372	0.0900333304905
i	0.36419947394	0.410403625608	0.0994318843022	0.0444768826989	0.0219028115511	0.00145968330756	0.00332566020068	0.0247502808261	0.030049713365
n	0.221726831647	0.323951547203	0.241482706767	0.134406406566	0.0580950045837	0.000674994093853	0.00112105730274	0.0085051310891	0.0100363441332
è	0.0813796832157	0.420440154401	0.268268328922	0.152624707522	0.0700353740612	0.000410836601518	0.000386146485064	0.00308958661877	0.00336516500205
k	0.0693473217386	0.457235071467	0.202833636307	0.137554991174	0.0427731728871	0.0278012101374	0.0308219653442	0.029919408862	0.001713176195
a	0.0797058265795	0.233795377156	0.301562572102	0.231733000391	0.035208513129	0.0369901573358	0.0409686734286	0.0388711323273	0.00116469413867
p	0.0485053951932	0.154652278385	0.342395097367	0.340736943464	0.0624661042097	0.0195812280686	0.0143577073901	0.0167095018158	0.000595699396557
u	0.0208045223977	0.112813695462	0.379583885789	0.383312207821	0.0743891964032	0.0138442618629	0.0054911305477	0.00934422461527	0.000416818298852
l	0.0151410224659	0.0984721718207	0.39700876193	0.344083662607	0.0662589804677	0.0164717891276	0.0158288323336	0.0447103072151	0.00202442168962
i	0.010804742522	0.0507362272736	0.38917274731	0.383204964202	0.0701478454892	0.0175979606425	0.0192899387745	0.0564866843184	0.00255891023487
z	0.006737318874	0.0338353234245	0.388980999103	0.379341044734	0.0909805971631	0.0135092901475	0.0205669902548	0.0622485200195	0.00379998158329
z	0.020496608958	0.0163813049748	0.255404288701	0.282023571578	0.089215494121	0.237344560049	0.0296493477516	0.0649169193732	0.00456795019443
è	0.022792502546	0.0695959578249	0.217891495234	0.245640633859	0.0959705597737	0.30495662275	0.0185887137392	0.0225093451911	0.00205418281148
i	0.00766465343317	0.092156017275	0.292399231745	0.281462861286	0.209486039925	0.102118170017	0.00623603738307	0.00761418043903	0.00086280731716
o	0.00261391958222	0.0417271770917	0.286067873915	0.307769593762	0.321219923308	0.0352031105057	0.00244138510902	0.00259951943501	0.00035748596572
s	0.00340525137407	0.0221829560306	0.233127951305	0.235051277921	0.268218889436	0.0229997216352	0.0718368810363	0.138418689758	0.00475840588191
p	0.00583051232469	0.0118382745435	0.129030625768	0.145837135974	0.116492142479	0.260235321212	0.139302193679	0.185112071786	0.00632176379397
ì	0.0041703230969	0.0222594037145	0.102555120589	0.115661385325	0.260426698493	0.329552399071	0.0913427549063	0.067603532462	0.00642839009799
t	0.0036719844543	0.0339766065715	0.23552586353	0.131791718442	0.348202082831	0.111769065124	0.0623648799821	0.064265974154	0.00843180619933
i	0.00349788939827	0.0213559298905	0.252082801177	0.125366876147	0.434164600944	0.0396572304413	0.0532000844607	0.0629204183847	0.00775415623311
o	0.00118698016292	0.0088791686635	0.135416743726	0.113585412049	0.647856300315	0.0339056554471	0.0270990622869	0.0259299291949	0.00614074881104
à	0.000432475182973	0.0197810458878	0.110028757909	0.121577724016	0.681335033438	0.036004111149	0.0185516772623	0.00946603227163	0.00282313550368
n	0.000659086306324	0.0237973356293	0.0887703479697	0.084694766672	0.471312827813	0.0211110327163	0.0833710512541	0.223030317231	0.00325323620123
t	0.00202162176877	0.0102886732098	0.0434693196566	0.043306873224	0.166021608271	0.187662503905	0.248552723751	0.295286300877	0.00339038685374
r	0.00246055792292	0.00451555100327	0.0172376650522	0.0229937197413	0.0593365640903	0.292301144635	0.485029554584	0.114860732092	0.00126451408125
e	0.00130235701629	0.00215921880109	0.0152959085174	0.0138695999138	0.189449930363	0.150704107105	0.419651558761	0.102740474031	0.104826848237
p	0.000436834550413	0.0018696328337	0.0519812761725	0.0416436403046	0.478708430121	0.051611552095	0.14705036882	0.0873730660103	0.139325204779
o	0.000148476824804	0.00171366728457	0.0595875433908	0.0500784949349	0.555647763374	0.018992242465	0.0564728264733	0.122117703337	0.135241300293
d	5.04731485013e-05	0.00419040840152	0.0857273457969	0.0454410798116	0.566636394458	0.007102903655	0.0230530600244	0.133721951112	0.134076431451
è	1.74363156771e-05	0.00899669546717	0.0963779562656	0.0445044589372	0.732275051486	0.00288002895167	0.0114451924548	0.0565563470373	0.046946863737
g	2.2795055169e-05	0.0790477811557	0.214538173089	0.0351745459791	0.619112003829	0.00120401595722	0.0047041919316	0.0283426306791	0.0178538713123
g	0.000312639050723	0.103860277052	0.251663862363	0.040087441993	0.281788041276	0.164858235792	0.111509462311	0.035597641893	0.0103224402708
h	0.000747207330241	0.040598627284	0.088087177121	0.026707341331	0.105683660759	0.262758291931	0.418817247437	0.0488323939643	0.00776811581027
e	0.000604000775492	0.0139291593713	0.030508130407	0.0108067664437	0.051894128253	0.130963774051	0.412171480964	0.0880770179881	0.26104558599
</S>	0.000302056185864	0.00697899270065	0.0157926947535	0.00565944522185	0.0484407356265	0.065501132137	0.206138208209	0.133248063994	0.517938692995
