 	mia	figlia	vuole	andare	</S>
i	0.398008924744	0.0024271601985	0.099082523145	0.00978460685	0.49069679565
k	0.414254931581	0.301959694866	0.113215421048	0.00655081485	0.164019123703
i	0.200180960527	0.666626198289	0.0727533336827	0.00543565257333	0.055003828731
a	0.121001366509	0.489279119963	0.369303551228	0.00199586046444	0.0184200411437
t	0.0522046318363	0.392841927188	0.511405947076	0.0311425718048	0.0124048378379
è	0.0251424789454	0.549498329063	0.371034209025	0.0436188489349	0.0107060728126
r	0.0255046533151	0.445510143021	0.482970119675	0.040940444645	0.00507463807087
a	0.023045458005	0.344096381007	0.566825956558	0.0508784298817	0.0151538062903
m	0.0226534429017	0.375898833669	0.420670702186	0.156072598294	0.0247044017634
u	0.0210022673672	0.300881924556	0.436060657395	0.213722504431	0.0283326079211
i	0.0072326564604	0.137835139485	0.718972809132	0.109192797477	0.0267665899737
t	0.0056209079248	0.186311401128	0.579537574044	0.205778680159	0.0227514636579
è	0.00505898884327	0.220147656043	0.401555162348	0.340798593386	0.0324396465526
l	0.0145512663161	0.141547337681	0.455039074116	0.345988517795	0.0428738255175
i	0.017703952445	0.0982693281937	0.300063184705	0.275594092598	0.308369431839
n	0.00591715049463	0.0341472124079	0.139948327235	0.268933630866	0.551053660613
a	0.00198765495224	0.0120013870793	0.0929576280783	0.311314466955	0.581738853538
p	0.000840829231447	0.00563842235977	0.205310249359	0.233636692318	0.554573794513
à	0.000458565164982	0.00341553530326	0.294262496453	0.353797594106	0.348065801504
i	0.000153499260719	0.00133040953527	0.185988058151	0.341359839969	0.471168203835
</S>	7.67560071965e-05	0.000665276293915	0.104695418076	0.171194057884	0.723368516918
