 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.4964557656	0.002615123182	0.0004111759015	0.000603341825	7.46929675e-05	0.000687997816225	0.144077540875	0.355074376851
v	0.552413101867	0.244654574227	0.000948157467167	0.0340329140417	0.00131506375083	0.000252171368225	0.0480259069656	0.118358135111
ò	0.248393052289	0.638157001409	0.00130135762239	0.0535777373472	0.00299702581694	0.000112376236075	0.016008697493	0.0394527354408
s	0.112675140763	0.64967901047	0.0234809356408	0.0583744584491	0.0739784824056	0.0624001158734	0.00620790391134	0.013203901338
t	0.0611285965877	0.34040041999	0.35940207188	0.051775209383	0.0966348757352	0.0832601147511	0.00294354378678	0.00445513281413
i	0.0257133001959	0.149216806497	0.459537031293	0.293800046361	0.0412276301784	0.0280231316437	0.000985848789927	0.00149616161284
z	0.028222446732	0.142940485499	0.251976071098	0.42460899212	0.0743526767261	0.0717124444812	0.00399959930798	0.00218727822428
o	0.0266710364773	0.227982711833	0.238110803699	0.321295927373	0.0905115889087	0.0879758363271	0.00502370695266	0.00242840806976
ì	0.0173186583924	0.281166020611	0.149484931233	0.424222415791	0.0937151896362	0.0315637929424	0.00169678103189	0.000832218479087
m	0.0267167427975	0.220944313537	0.107937550411	0.354986595264	0.111316753212	0.0640140369808	0.112608587542	0.0014754233872
m	0.0266412969325	0.124038065846	0.368677266804	0.144828287521	0.0697899226373	0.114577188994	0.149748511047	0.00169943690673
u	0.0131557391975	0.092247033282	0.403923722268	0.251165328274	0.0983975724458	0.089788302998	0.0505270943823	0.00079518287991
ì	0.00458027652917	0.114748881094	0.137658203956	0.476329406091	0.205822650815	0.0429974269993	0.0173037678358	0.00055938448997
m	0.00960399441972	0.124128850365	0.087870727852	0.395692085364	0.202479518938	0.0530913183331	0.122732083487	0.00440145079332
e	0.0111190135296	0.115942420122	0.0749296849507	0.250676628455	0.219367464979	0.158915776111	0.162265112996	0.00678393939777
p	0.0038963094662	0.089175551374	0.0343768929836	0.254881426152	0.265490594993	0.23348908537	0.113699799499	0.00499035883259
à	0.00148285723957	0.073694248458	0.0170388927612	0.298733565384	0.278372104998	0.230643148457	0.095884734833	0.00415044217753
n	0.00052243191069	0.0476939218527	0.00698792175373	0.350550511795	0.283133681666	0.173206951152	0.132082283278	0.00582226889251
t	0.00120072975023	0.0193502283176	0.0346449686512	0.257441076265	0.185546962889	0.308647298717	0.187336187759	0.00583251106417
a	0.00140304337008	0.0180501191059	0.0433124889837	0.184657704422	0.14040336663	0.355962969572	0.139931889253	0.116278394288
p	0.000494200285027	0.0249964513686	0.0162192289612	0.282946064807	0.191151588877	0.194265083191	0.136317329751	0.153610044163
o	0.000190426752409	0.0223089651229	0.00706539110373	0.273924384936	0.213385006292	0.20492129773	0.16326081325	0.114943730788
l	0.000184685533203	0.0198386563743	0.00565115628458	0.190863928312	0.176164240431	0.209213562577	0.29136088775	0.106722926263
e	0.000182856810468	0.0171024377914	0.00506480981153	0.123635172771	0.12727271181	0.226312370859	0.385741505917	0.114688161421
m	0.00120989756956	0.0271829175971	0.00816295798718	0.066465284257	0.08507827227	0.21855366362	0.478794945306	0.114552068807
i	0.00155236999152	0.029211656399	0.00913313277739	0.0374550290857	0.0491594607567	0.173910061207	0.563314581769	0.136263697936
m	0.00096056149884	0.018306301333	0.00470821460746	0.0210514133619	0.0310794225856	0.146834035069	0.63358646059	0.143473582979
m	0.00127133736628	0.015079718111	0.0100926237692	0.014876701454	0.0261024641952	0.279243246356	0.602603460197	0.050730477033
è	0.00093323251666	0.00654216650367	0.0102469980699	0.00739864555133	0.0193568214984	0.297973690452	0.370877083399	0.286671391384
n	0.000345742701787	0.00422211930122	0.00362592381347	0.0160406409171	0.0162499559328	0.124885188484	0.468127974466	0.366502455595
a	0.000149765185169	0.00330125161541	0.00141896632449	0.018945509639	0.0152197348443	0.0664069954947	0.471750628155	0.422807106998
</S>	7.50057669445e-05	0.00170471508021	0.000710358277245	0.0098522963195	0.00851050472215	0.0367454417473	0.282040434078	0.660361173499
