 	che	non	li	aspettiamo	</S>
n	0.100599884953	0.273362578463	0.0835492999375	0.0600487585	0.4824394895
a	0.128094576651	0.401620709488	0.259993666646	0.04555044286	0.164740615933
m	0.098517142217	0.439710669829	0.389640388882	0.0159904024133	0.0561414101043
i	0.074522826739	0.58738986661	0.310792862961	0.00621317380443	0.0210812663948
t	0.0442340262463	0.59354199887	0.31586400432	0.0304348961681	0.0159250674649
u	0.0415299384154	0.56649076629	0.330686648107	0.041951858056	0.0193407738216
s	0.0376813484718	0.44726854543	0.196284810702	0.300204088685	0.0185612079405
m	0.258502881824	0.235768855143	0.106292484901	0.388436537562	0.0109992427202
ì	0.331654432941	0.168526441714	0.335220894967	0.149275311521	0.0153229249801
n	0.11338322138	0.103357873905	0.497524798322	0.263601161507	0.02213298766
o	0.0381763558267	0.0588026903017	0.281770126441	0.346629653836	0.274621191887
m	0.0343205742422	0.102650002434	0.13063745248	0.377232551279	0.355159407196
e	0.0329547529574	0.115576659145	0.08417787416	0.415297550426	0.351993178965
</S>	0.0166272512937	0.0623407770725	0.05937784708	0.337969075213	0.523685089483
