 	sicuramente	stanno	ancora	svegli	</S>
s	0.499639166425	0.00031399249	0.000202674725	0.0142115127925	0.485632670431
i	0.766421855475	0.04720058478	0.0197542615317	0.0047419602985	0.161881350891
k	0.594737698492	0.124969361593	0.224560719511	0.00164829660217	0.0540839372007
u	0.451273079497	0.240914327198	0.289013865504	0.000626682600723	0.0181720331836
r	0.349555105499	0.303351455733	0.325035590835	0.0135865846036	0.0084712332012
a	0.2439744275	0.386794825244	0.346093095278	0.0179084038645	0.0052292319604
m	0.274881295833	0.370521061748	0.237608583426	0.111865782618	0.0051232807468
è	0.191711748611	0.477521203916	0.182521988142	0.143172239929	0.00507282003967
n	0.0795733177137	0.485154754639	0.166814989714	0.260968472366	0.00748845880396
t	0.309637907415	0.217318961546	0.164243396571	0.300487968142	0.00831178275799
e	0.392009640472	0.283570623849	0.208794595524	0.103242769067	0.012382407076
s	0.140320935157	0.295788352616	0.372454731841	0.175504615356	0.0159313744587
t	0.344209988719	0.157856334205	0.292258011614	0.198116180552	0.00755949442957
è	0.41423222324	0.387149966735	0.127589126205	0.067757270584	0.00327145588652
o	0.145974750747	0.655164905578	0.173069513402	0.0230763887447	0.00271447609551
n	0.0527096709157	0.440049097026	0.174485904134	0.294479383165	0.0382759562652
e	0.0264429826386	0.318907144175	0.215409267711	0.387298675188	0.0519419507551
a	0.0223962145462	0.403756964725	0.417732689237	0.132889368529	0.0232247719184
n	0.0157074746154	0.264233762242	0.339346870079	0.339683398843	0.0410284769728
k	0.222004428638	0.145746181414	0.167139317026	0.421207360614	0.0439027125009
ò	0.293339968546	0.290977900471	0.154233662342	0.172873221205	0.0885752690103
r	0.103605910015	0.31297369349	0.205757244114	0.271671347068	0.105991819837
a	0.040190925505	0.162182669497	0.214581944705	0.308558924356	0.274485530112
a	0.019136907335	0.146331371499	0.301215891568	0.143929258452	0.389386566704
t	0.0110542986117	0.117669960166	0.308676412523	0.354957561151	0.207641778901
s	0.0611888442039	0.0829576230553	0.215993142841	0.552761503717	0.087098901567
ù	0.0752434489446	0.101233861018	0.191952092614	0.392314101239	0.239256475789
n	0.0253778946005	0.0691706257393	0.0949623858713	0.514224483746	0.296264594263
n	0.0152736729425	0.0340248206464	0.0756589652904	0.753684211249	0.121358367088
i	0.0119070347108	0.0221868070821	0.0670903979968	0.519203160416	0.379612642363
t	0.00464115836693	0.019074311894	0.0822920522323	0.441113626805	0.452878845954
i	0.00221936656064	0.0181942973313	0.0899264959108	0.431586270268	0.458073527151
</S>	0.00111995833782	0.00988590971565	0.0511724957054	0.251215527134	0.686606063576
