 	vuole	pianto	</S>
e	0.497975060988	0.00108684787	0.5009381605
t	0.522798890329	0.292467729837	0.184733401167
è	0.522655866776	0.391257887146	0.086086224389
l	0.599297422259	0.359125662915	0.0415768951297
i	0.47500240742	0.358236709305	0.166760872043
k	0.33524253214	0.460120554768	0.204636897881
l	0.114984062883	0.815589171589	0.0694267330993
a	0.0482994354643	0.606738666296	0.344961887639
m	0.0317561328214	0.528844551199	0.43939931588
m	0.0173604696738	0.833571903733	0.149067647839
è	0.0105143959579	0.610488071911	0.378997538492
n	0.0327859033193	0.44748764797	0.519726442831
o	0.0366749103931	0.392815868805	0.570509244277
</S>	0.0185664266265	0.196412883625	0.785020722138
