 	che	vende	buon	pane	</S>
k	0.045701202407	0.224729744001	0.222816544555	0.014739899	0.4920125778
a	0.0674121928023	0.512550581334	0.246561564852	0.00933412312	0.164141533922
i	0.0533558909341	0.759522907111	0.129059561617	0.00322930559333	0.0548323921197
p	0.027862445078	0.58262203237	0.365169170539	0.00383498463111	0.0205114007299
u	0.0185748874593	0.439738007457	0.518803256846	0.0137336835437	0.0091501703933
l	0.0160564414864	0.394419901152	0.543097932282	0.0422815355146	0.00414418101443
ì	0.00878957939547	0.252635415717	0.523225210761	0.211691841838	0.00365793590481
t	0.00829891903182	0.236181628572	0.497336113587	0.255134347279	0.0030489829016
s	0.0218089700106	0.163397522857	0.430445686862	0.381219432426	0.0031283930672
o	0.0236168828035	0.0914302309523	0.328084687954	0.439098944142	0.117769251689
m	0.0216209204012	0.0830087356508	0.555325909318	0.184899019047	0.15514540863
ì	0.0204575017004	0.0671867810836	0.477718759773	0.236686360682	0.197950600943
k	0.0134931234668	0.0551290475612	0.460066646591	0.257101771894	0.214209401314
a	0.0109674198473	0.0503644121537	0.45118778153	0.109052215631	0.378428144771
l	0.00846499664077	0.0332843980179	0.38219922651	0.11028858521	0.465762768257
ò	0.00762137179759	0.0273689590506	0.34349072877	0.16623096507	0.455287962752
</S>	0.00381950627479	0.0137241825923	0.172842819285	0.185009577535	0.624603911376
