 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.493663869325	0.00565827493	0.000704519875	0.0002532996	0.000385559886	0.00085550060565	0.000507620287	0.00405955675596	0.142517135448	0.351394625243
v	0.574872906442	0.219616838977	0.0168388477917	0.01143188761	0.00645174556933	0.00458300153898	0.000211093850333	0.00135627159746	0.0475058519721	0.117131542947
ò	0.302467576814	0.565455879659	0.0430354375972	0.01837987987	0.00897159002311	0.00616726764633	0.000187516426778	0.00045555581262	0.0158354339656	0.0390438577326
e	0.149589153605	0.61970728322	0.157767149199	0.03231532529	0.0151730851744	0.00515607234878	0.00183517022226	0.00016358028184	0.00527855632345	0.0130146378541
n	0.0699477489017	0.39594295774	0.2429483364	0.128707895097	0.0866273410581	0.0560721864496	0.00895759020742	0.00421500733295	0.00223556935877	0.00434538346543
ì	0.0254955274672	0.31417661258	0.274716655467	0.196756125032	0.0997572159194	0.0704750385832	0.0103865286025	0.00555923572765	0.00122138158054	0.00145566973284
m	0.0198244392891	0.29371540086	0.295384905156	0.171064231677	0.0893592975398	0.0565201559611	0.0199618150675	0.0364994195259	0.0167740199545	0.000896307238307
e	0.0166925693164	0.153556192287	0.237429231719	0.349430740559	0.0966463758466	0.053539499987	0.0231751538558	0.0468605710486	0.0219593966488	0.000710285961036
a	0.0104780614921	0.152714759429	0.250854150573	0.42064048352	0.0660443119489	0.0323922256623	0.0427933087853	0.0164977191895	0.00734070237893	0.000244303158612
n	0.00871828911403	0.14880919981	0.219906026858	0.25061544784	0.117690097316	0.117310386221	0.0622330585951	0.0558078506965	0.0183170492916	0.000592606642871
k	0.00377154738801	0.08190577827	0.152551032286	0.369526742613	0.116601981772	0.13394676214	0.049763380865	0.0691760018655	0.0220472684305	0.000709493585957
ò	0.001808648866	0.05925189809	0.132269057429	0.536755057538	0.124218979924	0.07764636278	0.034521280155	0.0256488458218	0.00762103997683	0.000258811974319
r	0.00237176935867	0.0404257963633	0.142498019143	0.416743252513	0.215372429975	0.105387642927	0.025425768585	0.0345380121739	0.0162970734923	0.00094023146544
a	0.00255022430972	0.0269871534878	0.124045080048	0.249314117504	0.319701769992	0.197428827642	0.021619815195	0.0379569188246	0.0192253956974	0.00117070090248
p	0.00093492151674	0.0129777775293	0.0797296903493	0.189364039168	0.317665733331	0.227436745881	0.0422332263983	0.0713366243749	0.0574283530991	0.00089289304816
r	0.00052785259558	0.0150971731764	0.0825502601164	0.330444679723	0.17513708111	0.131542079627	0.100425195466	0.0918050034583	0.071664280033	0.000806422046053
ò	0.000311469862193	0.0158802107255	0.0576647317055	0.419422959908	0.174811573703	0.166061007542	0.0897998834887	0.0467161408194	0.0287447053443	0.000587359168684
n	0.000118120779398	0.0084512518085	0.0315132522352	0.240007589636	0.186719687901	0.185429383847	0.0467362038296	0.141520281273	0.157385944781	0.00211831554623
t	0.000372037921466	0.00794116983617	0.0254674517451	0.167195812879	0.0983678793003	0.0891671992823	0.164858368943	0.229769113758	0.21431206026	0.00254892624874
a	0.000445580666022	0.00772169881206	0.0192420581817	0.150565617626	0.1497937931	0.243848693094	0.192153081881	0.143324104586	0.0913499900867	0.00155537114958
n	0.000155871790541	0.00321552713735	0.0103238516606	0.070720998542	0.171927494367	0.304356163365	0.0777178418603	0.164075301529	0.193542161362	0.00396476594986
g	0.000126350019847	0.00279132504578	0.0126706545535	0.132828252181	0.0816872741223	0.132835894122	0.117787872953	0.228568703843	0.286129193787	0.00457445651662
h	0.000269754203282	0.00524036268193	0.0186069481845	0.277357830727	0.0450000120408	0.0658233400407	0.221501467651	0.189290064614	0.175054961262	0.00185525517554
ì	0.000251202369527	0.00510386399398	0.0148858245282	0.245852925242	0.0854401253469	0.24207006468	0.178471433417	0.121361630871	0.099705563754	0.00685737952851
